rank,name,country,region,hospital_type,total_score,percentile,certification_count
226,Manipal Hospital (A Unit of Manipal Hospitals; (East) India Pvt. Ltd.) - (Earlier Certificate issued in the Name of AMRI Hospital Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,97.68,1
227,Manipal Hospital; North Goa,India,Asia-Pacific,General Hospital,33.39999999999999,97.67,1
228,Manipal Hospital; Whitefield,India,Asia-Pacific,General Hospital,33.39999999999999,97.66,1
229,Manipal Hospitals (East) India Private Limited - (Earlier Certificate issued in the Name of AMRI Hospitals Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,97.65,1
230,Manipal Hospitals EM Bypass (A Unit of Manipal Hospitals Eastern India Private Limited) - (Earlier Certificate issued in the Name of Medica Superspecialty Hospital),India,Asia-Pacific,General Hospital,33.39999999999999,97.64,1
231,Manipal Hospitals; Whitefield,India,Asia-Pacific,General Hospital,33.39999999999999,97.63,1
232,Manipal Northside Hospital; Malleshwaram,India,Asia-Pacific,General Hospital,33.39999999999999,97.62,1
233,Mata Roop Rani Maggo Hospital & IVF Centre - (Earlier Certificate issued in the name of Mata Roop Rani Maggo and Mahindru Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,97.61,1
234,Max Super Speciality Hospital (A Unit of Hometrail Buildtech Private Limited) - (Earlier Certificate issued in the Name of Max Super Specialty Hospital),India,Asia-Pacific,Multi Specialty,33.39999999999999,97.60,1
235,Max Super Specialty Hospital (A Unit of Jaypee Healthcare Limited) - (Earlier Certificate issued in the Name of Jaypee Hospital),India,Asia-Pacific,Multi Specialty,33.39999999999999,97.59,1
236,Max Super Specialty Hospital; Patparganj (Run by Balaji Medical and Diagnostic Research Center),India,Asia-Pacific,Multi Specialty,33.39999999999999,97.58,1
237,Max Super Specialty Hospital; Vaisali,India,Asia-Pacific,Multi Specialty,33.39999999999999,97.56,1
238,Mazumdar Shaw Medical Centre (Unit of Narayana Hrudayalaya Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,97.55,1
239,Medanta Lucknow (A Unit of Global Health Limited) - (Earlier Certificate issued in the Name Medanta Lucknow (A Unit of Medanta Holdings Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,97.54,1
240,Medanta Superspeciality Hospital (A Unit of Global Health Limited) - (Earlier Certificate issued in the Name of Medanta-Indore (A unit of Global Health Pvt. Ltd.)),India,Asia-Pacific,General Hospital,33.39999999999999,97.53,1
241,Medicover Hospitals (A Unit of Abhayanjaneya Health Care Pvt.Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,97.52,1
242,Medicover Hospitals (A Unit of Sahrudaya Healthcare Pvt. Ltd.) - (Earlier Certificate issued in the Name of Medicover Hospitals (A Unit of Sahrudaya Healthcare Kurnool Pvt. Ltd.)),India,Asia-Pacific,General Hospital,33.39999999999999,97.51,1
243,Medicover Women and Child Hospitals (A Unit of Sahrudaya Healthcare Pvt. Ltd.) - (Earlier Certificate issued in the name of Medicover Women and Child Hospitals (A Unit of Suyosha Healthcare Pvt. Ltd.),India,Asia-Pacific,Women & Child Specialty,33.39999999999999,97.50,1
244,Medigram The Super Speciality ; Hospital; A Unit Of Saharanpur Institute Of Medical Sciences,India,Asia-Pacific,Teaching Hospital,33.39999999999999,97.49,1
245,Mediversal Multi Super Specialty Hospital,India,Asia-Pacific,Multi Specialty,33.39999999999999,97.48,1
246,Medway Hospitals (A Unit of United Alliance Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,97.47,1
247,Mehar Hospital (A Unit of Mehar Mediserve LLP),India,Asia-Pacific,General Hospital,33.39999999999999,97.46,1
248,Meitra Hospital (A Unit of premium Medical healthcare providers pvt ltd),India,Asia-Pacific,General Hospital,33.39999999999999,97.45,1
249,Metro Hospital & Cancer Institute; Preet Vihar,India,Asia-Pacific,Cancer Specialty,33.39999999999999,97.44,1
250,Metro Hospital & Heart Institute; Sec. 11 and 12,India,Asia-Pacific,Cardiac Specialty,33.39999999999999,97.43,1
251,MGM (Mohanlal Gupta Memorial) Hospital and Research Center,India,Asia-Pacific,General Hospital,33.39999999999999,97.42,1
252,MGM New Bombay Hospital; Vashi,India,Asia-Pacific,General Hospital,33.39999999999999,97.41,1
253,MGM SevenHills Hospital (A Unit of MGM Health Care Pvt. Ltd.) - (Earlier Certificate issued in the Name of SevenHills Healthcare Private Limited),India,Asia-Pacific,General Hospital,33.39999999999999,97.40,1
254,Midas Hospital (A Unit of Midas Multispecialty Hospital Private Limited),India,Asia-Pacific,Multi Specialty,33.39999999999999,97.39,1
255,MIMHANS; Neurosciences Hospital,India,Asia-Pacific,Neurological Specialty,33.39999999999999,97.38,1
256,Miri Piri Institute of Medical Sciences & Research (Chritable Trust); Markanda; Kurukshetra,India,Asia-Pacific,Teaching Hospital,33.39999999999999,97.37,1
257,Moga Medicity Superspeciality Hospital (A Unit Of Moga Medicity Private Limited),India,Asia-Pacific,General Hospital,33.39999999999999,97.36,1
258,Mohandai Oswal Hospital; G.T Road; Sherpur Bypass,India,Asia-Pacific,General Hospital,33.39999999999999,97.35,1
259,Morris Mathias Hospital; Kanyakumari,India,Asia-Pacific,General Hospital,33.39999999999999,97.34,1
260,Mukat Hospital and Heart Institute (A Unit of City Clinic Private Limited),India,Asia-Pacific,Cardiac Specialty,33.39999999999999,97.33,1
261,Muthoot Healthcare Private Limited; Kozhencherry,India,Asia-Pacific,General Hospital,33.39999999999999,97.32,1
262,My Hospital Super Speciality Care (A Unit of Chandigarh Healthcare (P) Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,97.31,1
263,Narayana Institute of Cardiac Sciences (Unit of Narayana Hrudayalaya Ltd.),India,Asia-Pacific,Cardiac Specialty,33.39999999999999,97.30,1
264,Narayana Multispecialty Hospital; Sector-3; Opposite HSR Club; HSR Layout,India,Asia-Pacific,Multi Specialty,33.39999999999999,97.29,1
265,Neelam Hospital (A unit of Neelam Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,97.28,1
266,Nelson Hospital (A Unit of SMD Hospitals Pvt. Ltd.) - (Earlier Certificate issued in the Name of Nelson Mother & Child Care Hospital),India,Asia-Pacific,General Hospital,33.39999999999999,97.27,1
267,Neo Hospital (A Unit of Muskan Medical Centre Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,97.26,1
268,Newera Hospital & Research Institute (A Unit of Newera Hospitals Pvt. Ltd.) - (Earlier Certificate issued in the Name of New Era Hospital & Research Institute),India,Asia-Pacific,Teaching Hospital,33.39999999999999,97.24,1
269,NIMS Medicity; Thiruvananthapuram,India,Asia-Pacific,General Hospital,33.39999999999999,97.23,1
270,Nirali Hospital (A Unit of Nirali Memorial Medical Trust),India,Asia-Pacific,General Hospital,33.39999999999999,97.22,1
271,North East Health Care Private Limited (Earlier Certificate issued in the name of W-Pratiksha Hospital),India,Asia-Pacific,General Hospital,33.39999999999999,97.21,1
272,NU hospitals Pvt. Ltd; Rajajinagar,India,Asia-Pacific,General Hospital,33.39999999999999,97.20,1
273,Numed Superspeciality Hospital (A Unit of Apy Mediservices Pvt Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,97.19,1
274,Omega Hospitals (Guntur Institute Of Oncology),India,Asia-Pacific,Cancer Specialty,33.39999999999999,97.18,1
275,Oncology & Super Specialty Wing - Dr. Ram Manohar Lohia Institute Of Medical Sciences (Dr. RMLIMS),India,Asia-Pacific,Cancer Specialty,33.39999999999999,97.17,1
276,Ortho-one Orthopaedic Speciality Centre (A Unit of Spine Arthroscopic and Joint Replacement Centre Pvt. Ltd.),India,Asia-Pacific,Orthopedic Specialty,33.39999999999999,97.16,1
277,Pacific Institute of Medical Sciences (A Unit of Sai Tirupati University),India,Asia-Pacific,Teaching Hospital,33.39999999999999,97.15,1
278,Pancham Hospitals (A Unit of Pancham Hospitals Private Limited),India,Asia-Pacific,General Hospital,33.39999999999999,97.14,1
279,Paras JK Hospital (A Unit of Paras Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,97.13,1
280,Park Hospital; Behror,India,Asia-Pacific,General Hospital,33.39999999999999,97.12,1
281,Parul Sevashram Hospital (Parul Institute of Medical Sciences & Research),India,Asia-Pacific,Teaching Hospital,33.39999999999999,97.11,1
282,Parvathy Ortho Hospital Pvt. Ltd.; Chengalpet,India,Asia-Pacific,Orthopedic Specialty,33.39999999999999,97.10,1
283,Peacock Hospitals Pvt Ltd.; Tiruvallur,India,Asia-Pacific,General Hospital,33.39999999999999,97.09,1
284,Prashanth Hospitals (A unit of Prashanth Fertility Research Centre Pvt Ltd),India,Asia-Pacific,General Hospital,33.39999999999999,97.08,1
285,Prathima Hospitals (A Unit of Mamatha Medi Care Private Limited),India,Asia-Pacific,General Hospital,33.39999999999999,97.07,1
286,Prathima Hospitals (A Unit of Sri Sai Balaji Healthcare (I) Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,97.06,1
287,Prayag Hospital & Research Centre (P) Ltd.,India,Asia-Pacific,General Hospital,33.39999999999999,97.05,1
288,Priyanka Hospital & Cardiac Center (A Unit of Priyanka Heart Care Foundation Society),India,Asia-Pacific,Cardiac Specialty,33.39999999999999,97.04,1
289,Pulse Multispeciality Hospital & Research Centre ( A Unit Of Raja Bhrathari Healthcare Pvt Ltd .),India,Asia-Pacific,General Hospital,33.39999999999999,97.03,1
290,Q1 Hospitals (A Unit of Q1 Bone & Joint Hospital),India,Asia-Pacific,Orthopedic Specialty,33.39999999999999,97.02,1
291,QRG Medicare Private Limited - (Earlier Certificate issued in the Name of QRG Medicare Limited),India,Asia-Pacific,General Hospital,33.39999999999999,97.01,1
292,Queens NRI Hospital (A Unit of Ms Chalasani Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,97.00,1
293,Rabindranath Tagore International Institute of Cardiac Sciences (Unit of Narayana Hrudayalaya Ltd.),India,Asia-Pacific,Cardiac Specialty,33.39999999999999,96.99,1
294,Radhe Multispeciality Hospital (A Unit Of Madhav Shyam Multispeciality Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,96.98,1
295,Rainbow Children's Medicare Pvt. Ltd.; Medchal,India,Asia-Pacific,General Hospital,33.39999999999999,96.97,1
296,Rainbow Children’s Medicare Limited - (Earlier Certificate issued in the Name of Rainbow Hospital For Women Aand Children),India,Asia-Pacific,Women & Child Specialty,33.39999999999999,96.96,1
297,Ram Ratan Hospital (Managed & Operated By Fortis Hospital),India,Asia-Pacific,General Hospital,33.39999999999999,96.95,1
298,Renova Century Hospitals (A Unit of Bhargavi Healthcare Services Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,96.94,1
299,Renova Neelima Hospitals (A Unit of Manaswini Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,96.92,1
300,Renova Nigl Hospitals (A Unit of Tejaswini Health Care Services Pvt.),India,Asia-Pacific,General Hospital,33.39999999999999,96.91,1
301,Rhythm Heart Institute (Unit of Synergy Lifecare Pvt. Ltd.),India,Asia-Pacific,Cardiac Specialty,33.39999999999999,96.90,1
302,Ruban Memorial Hospital(Unit Of Ruban Patliputra Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,96.89,1
303,Ruby Hall Clinic; Wanowarie,India,Asia-Pacific,General Hospital,33.39999999999999,96.88,1
304,Rukmani Birla Hospital (A unit of The Calcutta Medical Research Institute),India,Asia-Pacific,Teaching Hospital,33.39999999999999,96.87,1
305,S. L. Minda Memorial Hospital; Unit - Moga Devi Minda Charitable Trust; Adampur,India,Asia-Pacific,General Hospital,33.39999999999999,96.86,1
306,S.L. Raheja (A Fortis Associate) Hospital,India,Asia-Pacific,General Hospital,33.39999999999999,96.85,1
307,Sagar Hospitals,India,Asia-Pacific,General Hospital,33.39999999999999,96.84,1
308,Sahyadri Speciality Hospital; Nagar Road,India,Asia-Pacific,General Hospital,33.39999999999999,96.83,1
309,Sahyadri Super Speciality Hospital; Hadapsar,India,Asia-Pacific,General Hospital,33.39999999999999,96.82,1
310,Sai Hospital; Haldwani (Nanital),India,Asia-Pacific,General Hospital,33.39999999999999,96.81,1
311,Saifee Hospital; Maharishi Karve Marg,India,Asia-Pacific,General Hospital,33.39999999999999,96.80,1
312,Sainath Hospital; Pune,India,Asia-Pacific,General Hospital,33.39999999999999,96.79,1
313,Sancheti Institute for Orthopaedic and Rehabilitation,India,Asia-Pacific,Orthopedic Specialty,33.39999999999999,96.78,1
314,Sanjeevani Hospital (A Unit of Oasis Medicare Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,96.77,1
315,Sevasadan Lifeline Superspeciality Hospital; Sangli,India,Asia-Pacific,General Hospital,33.39999999999999,96.76,1
316,Seven Star Hospital ( A Unit of Nagpur Institute of Surgical Sciences and Research Centre pvt.Ltd.),India,Asia-Pacific,Teaching Hospital,33.39999999999999,96.75,1
317,Shalby Limited; Naroda,India,Asia-Pacific,General Hospital,33.39999999999999,96.74,1
318,Shanmuga Hospital Limited - (Earlier Certificate issued in the Name of Shanmuga Hospital Private Limited),India,Asia-Pacific,General Hospital,33.39999999999999,96.73,1
319,Shree Balaji Medicover Hospitals (A Unit of Sahrudaya Balaji Health Care Pvt. Ltd.); Sangareddy,India,Asia-Pacific,General Hospital,33.39999999999999,96.72,1
320,Shreyas Medicare Sanchalit Maniben Nagarji Mehta (Valwada) Hospital,India,Asia-Pacific,General Hospital,33.39999999999999,96.71,1
321,Shri Ram Singh Multi Speciality Hospital; Gautam Buddha Nagar,India,Asia-Pacific,General Hospital,33.39999999999999,96.70,1
322,Siddaganga Hospital (A Unit of Sree Siddaganga Math SSMCRI),India,Asia-Pacific,General Hospital,33.39999999999999,96.69,1
323,SLG Hospitals; (A Unit of Sree Lakshmi Gayathri Hospitals Private Limited),India,Asia-Pacific,General Hospital,33.39999999999999,96.68,1
324,Smita Memorial Hospital And Research Centre (A Unit Of Advani Olickal Health Care Services Pvt Ltd),India,Asia-Pacific,General Hospital,33.39999999999999,96.67,1
325,Sohana Hospital (A Multi Super Specialty Hospital) A Unit of Sri Guru Harkrishan Sahib (c) Eye Hospital Trust,India,Asia-Pacific,Eye Specialty,33.39999999999999,96.66,1
326,Sparsh Super Speciality Hospital; Yeashwanthpur,India,Asia-Pacific,General Hospital,33.39999999999999,96.65,1
327,Sree Rama Devi Multispeciality Hospital; Bhavani Nagar,India,Asia-Pacific,General Hospital,33.39999999999999,96.64,1
328,Sri Aurobindo Institute Of Medical Sciences (SAIMS Hospital),India,Asia-Pacific,Teaching Hospital,33.39999999999999,96.63,1
329,Sri Kauvery Medical Care (India) Limited,India,Asia-Pacific,General Hospital,33.39999999999999,96.62,1
330,Sri Sharanya Nursing Home and Critical Care Centre; Warangal,India,Asia-Pacific,General Hospital,33.39999999999999,96.61,1
331,Sri Venkateswara Institute Of Medical Sciences; Chittoor,India,Asia-Pacific,Teaching Hospital,33.39999999999999,96.59,1
332,SRK Max Hospital (A Unit of Shri Ram Krishana Healthcare Pvt Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,96.58,1
333,SSB Heart And Multispecialty Hospital (A Unit of SSB Central Hospital and Research Center Limited),India,Asia-Pacific,Cardiac Specialty,33.39999999999999,96.57,1
334,St.Theresa's Hospital; Erragada,India,Asia-Pacific,General Hospital,33.39999999999999,96.56,1
335,St.Thomas Hospital; Changanassery,India,Asia-Pacific,General Hospital,33.39999999999999,96.55,1
336,Star Synergy Hospital (A Unit Of Saurashtra Medicare LLP),India,Asia-Pacific,General Hospital,33.39999999999999,96.54,1
337,Sterling Ram Krishna Speciality Hospital; Gandhidham,India,Asia-Pacific,General Hospital,33.39999999999999,96.53,1
338,Sukhda Multi Speciality Hospital (A Unit of Vandam Healthcare Pvt. Ltd),India,Asia-Pacific,General Hospital,33.39999999999999,96.52,1
339,Sun Medical and Research Centre (A Unit of Trichur Heart Hospital Ltd.),India,Asia-Pacific,Cardiac Specialty,33.39999999999999,96.51,1
340,Sunrise Hospitals (A Unit of NS Health Care Services Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,96.50,1
341,Sunrise Institute Of Medical Science; Vazhakkala Village,India,Asia-Pacific,Teaching Hospital,33.39999999999999,96.49,1
342,Super-Speciality Hospital; Netaji Subhash Chandra Bose Medical College,India,Asia-Pacific,Teaching Hospital,33.39999999999999,96.48,1
343,Superspeciality Hospital; JAH Campus,India,Asia-Pacific,General Hospital,33.39999999999999,96.47,1
344,Supreme Hospitals Private Limited - (Earlier Certificate issued in the Name of Supreme Hospital),India,Asia-Pacific,General Hospital,33.39999999999999,96.46,1
345,Suvira Hospital (A Unit of Suvira Super Hospitals Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,96.45,1
346,Synergy Multispeciality Hospital Private Limited - (Earlier Certificate issued in the Name of Synergy Multispeciality Hospital; LLP),India,Asia-Pacific,General Hospital,33.39999999999999,96.44,1
347,Synergy Super Speciality Hospital (A Unit of Saurashtra Medicare LLP),India,Asia-Pacific,General Hospital,33.39999999999999,96.43,1
348,Tagore Hospital and Research Institute (A Unit of Maya Kanwar Ba Mahila Vikas Samiti),India,Asia-Pacific,Teaching Hospital,33.39999999999999,96.42,1
349,The Oxford Medical College; Hospital And Research Centre,India,Asia-Pacific,Teaching Hospital,33.39999999999999,96.41,1
350,Tirumala Medicover Hospital (Sahrudaya Health Care Vizianagaram Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,96.40,1
351,Triveni Health Care (A Unit of Jamdar Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,96.39,1
352,Tula Hospital (A Unit of Bothanzi Medicals Pvt. Ltd.),India,Asia-Pacific,General Hospital,33.39999999999999,96.38,1
