overall_rank,name,country,region,hospital_type,total_score,percentile,certification_score,quality_initiatives_score,patient_feedback_score,certification_count
925,Park Hospital (A unit of Aggarwal Hospital and Research Services Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,41.81,16.8,0,0,1
926,Park Hospital (A Unit of Park Medicity World Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,41.75,16.8,0,0,1
927,"Park Hospital, Behror",India,Asia-Pacific,General Hospital,16.8,41.69,16.8,0,0,1
928,Parkash Hospital,India,Asia-Pacific,General Hospital,16.8,41.62,16.8,0,0,1
929,Parmar Hospital,India,Asia-Pacific,General Hospital,16.8,41.56,16.8,0,0,1
930,Parul Sevashram Hospital (Parul Institute of Medical Sciences & Research),India,Asia-Pacific,Teaching Hospital,16.8,41.5,16.8,0,0,1
931,"Parvathy Ortho Hospital Pvt. Ltd., Chengalpet",India,Asia-Pacific,Orthopedic Specialty,16.8,41.44,16.8,0,0,1
932,Parvati Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,41.37,16.8,0,0,1
933,Patel Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,41.31,16.8,0,0,1
934,Pawan Hospital,India,Asia-Pacific,General Hospital,16.8,41.25,16.8,0,0,1
935,Pawana Hospital,India,Asia-Pacific,General Hospital,16.8,41.18,16.8,0,0,1
936,"Peacock Hospitals Pvt Ltd., Tiruvallur",India,Asia-Pacific,General Hospital,16.8,41.12,16.8,0,0,1
937,Peerless Hospitex Hospital & Research Centre Limited,India,Asia-Pacific,General Hospital,16.8,41.06,16.8,0,0,1
938,People Tree Hospitals,India,Asia-Pacific,General Hospital,16.8,40.99,16.8,0,0,1
939,People's General Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,40.93,16.8,0,0,1
940,PES Institute of Medical Science & Research Hospital,India,Asia-Pacific,Teaching Hospital,16.8,40.87,16.8,0,0,1
941,Philadelphia Hospital,India,Asia-Pacific,General Hospital,16.8,40.81,16.8,0,0,1
942,Pinnacle Hospitals,India,Asia-Pacific,General Hospital,16.8,40.74,16.8,0,0,1
943,PIOS Medilinks Pvt. Ltd. Hospital,India,Asia-Pacific,General Hospital,16.8,40.68,16.8,0,0,1
944,Plus Medicare Hospitals Pvt Ltd,India,Asia-Pacific,General Hospital,16.8,40.62,16.8,0,0,1
945,Polakulath Narayanan Renai Medicity,India,Asia-Pacific,General Hospital,16.8,40.55,16.8,0,0,1
946,Polaris Hospital,India,Asia-Pacific,General Hospital,16.8,40.49,16.8,0,0,1
947,Poona Hospital And Research Centre,India,Asia-Pacific,General Hospital,16.8,40.43,16.8,0,0,1
948,Popular Medicare Limited,India,Asia-Pacific,General Hospital,16.8,40.37,16.8,0,0,1
949,Popular Medicare Limited Unit Mirzapur,India,Asia-Pacific,General Hospital,16.8,40.3,16.8,0,0,1
950,Positron Hospital(A Unit Of Mk Super Speciality Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,40.24,16.8,0,0,1
951,PP Maniya Hospital Private Limited,India,Asia-Pacific,General Hospital,16.8,40.18,16.8,0,0,1
952,Prakash Hospital,India,Asia-Pacific,General Hospital,16.8,40.11,16.8,0,0,1
953,Prakash Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,40.05,16.8,0,0,1
954,Prakhar Hospital Pvt. Ltd,India,Asia-Pacific,General Hospital,16.8,39.99,16.8,0,0,1
955,Prakriya Hospitals,India,Asia-Pacific,General Hospital,16.8,39.92,16.8,0,0,1
956,Pranaam Hospital,India,Asia-Pacific,General Hospital,16.8,39.86,16.8,0,0,1
957,Pranayam Lung & Heart Institute,India,Asia-Pacific,Cardiac Specialty,16.8,39.8,16.8,0,0,1
958,Prashanth Hospitals (A unit of Prashanth Fertility Research Centre Pvt Ltd),India,Asia-Pacific,General Hospital,16.8,39.74,16.8,0,0,1
959,Prashanthi Hospital,India,Asia-Pacific,General Hospital,16.8,39.67,16.8,0,0,1
960,Prathima Cancer Hospital Pvt. Ltd.,India,Asia-Pacific,Cancer Specialty,16.8,39.61,16.8,0,0,1
961,Prathima Hospitals (A Unit of Mamatha Medi Care Private Limited),India,Asia-Pacific,General Hospital,16.8,39.55,16.8,0,0,1
962,Prathima Hospitals (A Unit of Sri Sai Balaji Healthcare (I) Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,39.48,16.8,0,0,1
963,Prayag Hospital & Research Centre (P) Ltd.,India,Asia-Pacific,General Hospital,16.8,39.42,16.8,0,0,1
964,Precision Urology Hospital,India,Asia-Pacific,General Hospital,16.8,39.36,16.8,0,0,1
965,Preethi Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,39.29,16.8,0,0,1
966,Premier Hospital Pvt Ltd,India,Asia-Pacific,General Hospital,16.8,39.23,16.8,0,0,1
967,Primus Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,39.17,16.8,0,0,1
968,Princess Durru Shehvar Childrenâ€™s & General Hospital,India,Asia-Pacific,General Hospital,16.8,39.11,16.8,0,0,1
969,Priyanka Hospital & Cardiac Center (A Unit of Priyanka Heart Care Foundation Society),India,Asia-Pacific,Cardiac Specialty,16.8,39.04,16.8,0,0,1
970,PRK Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,38.98,16.8,0,0,1
971,Prolife Hospital,India,Asia-Pacific,General Hospital,16.8,38.92,16.8,0,0,1
972,PRS Hospital,India,Asia-Pacific,General Hospital,16.8,38.85,16.8,0,0,1
973,Prudence Hospital,India,Asia-Pacific,General Hospital,16.8,38.79,16.8,0,0,1
974,PSG Hospitals,India,Asia-Pacific,General Hospital,16.8,38.73,16.8,0,0,1
975,Public Health Centre,India,Asia-Pacific,General Hospital,16.8,38.66,16.8,0,0,1
976,Pulse Multispeciality Hospital & Research Centre ( A Unit Of Raja Bhrathari Healthcare Pvt Ltd .),India,Asia-Pacific,General Hospital,16.8,38.6,16.8,0,0,1
977,Pulse Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.8,38.54,16.8,0,0,1
978,Purushottam Das Savitri Devi Cancer Care and Research Centre,India,Asia-Pacific,Cancer Specialty,16.8,38.48,16.8,0,0,1
979,Pushpagiri Medical College Hospital,India,Asia-Pacific,Teaching Hospital,16.8,38.41,16.8,0,0,1
980,Pushpanjali Hospital,India,Asia-Pacific,General Hospital,16.8,38.35,16.8,0,0,1
981,Pushpanjali Hospital & Research Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,38.29,16.8,0,0,1
982,Q1 Hospitals (A Unit of Q1 Bone & Joint Hospital),India,Asia-Pacific,Orthopedic Specialty,16.8,38.22,16.8,0,0,1
983,QRG Medicare Private Limited - (Earlier Certificate issued in the Name of QRG Medicare Limited),India,Asia-Pacific,General Hospital,16.8,38.16,16.8,0,0,1
984,Queens NRI Hospital (A Unit of Ms Chalasani Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,38.1,16.8,0,0,1
985,R J Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,38.04,16.8,0,0,1
986,R R Healthcare,India,Asia-Pacific,General Hospital,16.8,37.97,16.8,0,0,1
987,R.L. Jalappa Hospital And Research Center,India,Asia-Pacific,General Hospital,16.8,37.91,16.8,0,0,1
988,Rabindranath Tagore International Institute of Cardiac Sciences (Unit of Narayana Hrudayalaya Ltd.),India,Asia-Pacific,Cardiac Specialty,16.8,37.85,16.8,0,0,1
989,Radhe Multispeciality Hospital (A Unit Of Madhav Shyam Multispeciality Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,37.78,16.8,0,0,1
990,Radhika Super Speciality & Advance Trauma Centre,India,Asia-Pacific,General Hospital,16.8,37.72,16.8,0,0,1
991,Rainbow Children's Medicare Limited,India,Asia-Pacific,General Hospital,16.8,37.66,16.8,0,0,1
992,Rainbow Children's Medicare Pvt Ltd,India,Asia-Pacific,General Hospital,16.8,37.59,16.8,0,0,1
993,Rainbow Children's Medicare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,37.53,16.8,0,0,1
994,"Rainbow Children's Medicare Pvt. Ltd., Medchal",India,Asia-Pacific,General Hospital,16.8,37.47,16.8,0,0,1
995,Rainbow Childrens Medicare Limited,India,Asia-Pacific,General Hospital,16.8,37.41,16.8,0,0,1
996,Rainbow Childrenâ€™s Medicare Limited - (Earlier Certificate issued in the Name of Rainbow Hospital For Women Aand Children),India,Asia-Pacific,Women & Child Specialty,16.8,37.34,16.8,0,0,1
997,Rainbow Hospital (A Unit of B.L. Aggarwal Health Care Private Limited),India,Asia-Pacific,General Hospital,16.8,37.28,16.8,0,0,1
998,Rainbow Institute of Medical Sciences Pvt. Ltd.,India,Asia-Pacific,Teaching Hospital,16.8,37.22,16.8,0,0,1
999,Raj Hospitals,India,Asia-Pacific,General Hospital,16.8,37.15,16.8,0,0,1
1000,Raj Jindal Hospital And Research Center Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,37.09,16.8,0,0,1
1001,Raja Diagnostic Centre and Hospital,India,Asia-Pacific,General Hospital,16.8,37.03,16.8,0,0,1
1002,Rajagiri Hospital,India,Asia-Pacific,General Hospital,16.8,36.96,16.8,0,0,1
1003,Rajarajeshwari Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,16.8,36.9,16.8,0,0,1
1004,Rajasthan Medical Centre,India,Asia-Pacific,General Hospital,16.8,36.84,16.8,0,0,1
1005,Rajiv Gandhi Cancer Institute & Research Centre,India,Asia-Pacific,Cancer Specialty,16.8,36.78,16.8,0,0,1
1006,Rajkot Cancer Society,India,Asia-Pacific,Cancer Specialty,16.8,36.71,16.8,0,0,1
1007,Rajnish Hospital,India,Asia-Pacific,General Hospital,16.8,36.65,16.8,0,0,1
1008,Raju Neuro & Multi Speciality Hospital,India,Asia-Pacific,Neurological Specialty,16.8,36.59,16.8,0,0,1
1009,Ram Ratan Hospital (Managed & Operated By Fortis Hospital),India,Asia-Pacific,General Hospital,16.8,36.52,16.8,0,0,1
1010,Ramaiah Medical College Hospital,India,Asia-Pacific,Teaching Hospital,16.8,36.46,16.8,0,0,1
1011,Ramaiah Memorial Hospital,India,Asia-Pacific,General Hospital,16.8,36.4,16.8,0,0,1
1012,Ramdevrao Hospital,India,Asia-Pacific,General Hospital,16.8,36.34,16.8,0,0,1
1013,Ramkrishna Care Hospital,India,Asia-Pacific,General Hospital,16.8,36.27,16.8,0,0,1
1014,Rangadore Memorial Hospital,India,Asia-Pacific,General Hospital,16.8,36.21,16.8,0,0,1
1015,Ranjit Hospital,India,Asia-Pacific,General Hospital,16.8,36.15,16.8,0,0,1
1016,Rao Nursing Home,India,Asia-Pacific,General Hospital,16.8,36.08,16.8,0,0,1
1017,Rathi Hospital,India,Asia-Pacific,General Hospital,16.8,36.02,16.8,0,0,1
1018,Ravindra Maternity & General Hospital,India,Asia-Pacific,Women & Child Specialty,16.8,35.96,16.8,0,0,1
1019,Regency Hospital Ltd,India,Asia-Pacific,General Hospital,16.8,35.89,16.8,0,0,1
1020,Regency Renal Sciences Centre,India,Asia-Pacific,General Hospital,16.8,35.83,16.8,0,0,1
1021,Renova Century Hospitals (A Unit of Bhargavi Healthcare Services Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,35.77,16.8,0,0,1
1022,Renova Neelima Hospitals (A Unit of Manaswini Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,35.71,16.8,0,0,1
1023,Renova Nigl Hospitals (A Unit of Tejaswini Health Care Services Pvt.),India,Asia-Pacific,General Hospital,16.8,35.64,16.8,0,0,1
1024,Renova Sowmya Cancer Centre,India,Asia-Pacific,Cancer Specialty,16.8,35.58,16.8,0,0,1
1025,Rhythm Heart Institute (Unit of Synergy Lifecare Pvt. Ltd.),India,Asia-Pacific,Cardiac Specialty,16.8,35.52,16.8,0,0,1
1026,Riddhivinayak Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,35.45,16.8,0,0,1
1027,Rishab Multi-Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,35.39,16.8,0,0,1
1028,RJN Apollo Spectra Hospital,India,Asia-Pacific,General Hospital,16.8,35.33,16.8,0,0,1
1029,RLKC Hospital- Metro Heart Institute,India,Asia-Pacific,Cardiac Specialty,16.8,35.26,16.8,0,0,1
1030,Rohilkhand Medical College and Hospital,India,Asia-Pacific,Teaching Hospital,16.8,35.2,16.8,0,0,1
1031,Rohini Medicare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,35.14,16.8,0,0,1
1032,Rotary Ambala Cancer and General Hospital,India,Asia-Pacific,Cancer Specialty,16.8,35.08,16.8,0,0,1
1033,Royal Care Super Speciality Hospital Ltd.,India,Asia-Pacific,General Hospital,16.8,35.01,16.8,0,0,1
1034,RS Gaur Global Multispeciality Hospital Private Limited,India,Asia-Pacific,General Hospital,16.8,34.95,16.8,0,0,1
1035,Ruban Memorial Hospital(Unit Of Ruban Patliputra Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,34.89,16.8,0,0,1
1036,Ruby General Hospital Ltd.,India,Asia-Pacific,General Hospital,16.8,34.82,16.8,0,0,1
1037,Ruby Hall Clinic,India,Asia-Pacific,General Hospital,16.8,34.76,16.8,0,0,1
1038,"Ruby Hall Clinic, Wanowarie",India,Asia-Pacific,General Hospital,16.8,34.7,16.8,0,0,1
1039,Rukmani Birla Hospital (A unit of The Calcutta Medical Research Institute),India,Asia-Pacific,Teaching Hospital,16.8,34.63,16.8,0,0,1
1040,Rungta Hospital,India,Asia-Pacific,General Hospital,16.8,34.57,16.8,0,0,1
1041,S K Hospital,India,Asia-Pacific,General Hospital,16.8,34.51,16.8,0,0,1
1042,S N Super Speciality Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,34.45,16.8,0,0,1
1043,"S. L. Minda Memorial Hospital, Unit - Moga Devi Minda Charitable Trust, Adampur",India,Asia-Pacific,General Hospital,16.8,34.38,16.8,0,0,1
1044,S.A.I Hospitals,India,Asia-Pacific,General Hospital,16.8,34.32,16.8,0,0,1
1045,S.B. Mittal Memorial Heart and Critical Care Hospital,India,Asia-Pacific,Cardiac Specialty,16.8,34.26,16.8,0,0,1
1046,S.L. Raheja (A Fortis Associate) Hospital,India,Asia-Pacific,General Hospital,16.8,34.19,16.8,0,0,1
1047,S.P. Multi Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,34.13,16.8,0,0,1
1048,S.R. Kalla Memorial Gastro & General Hospital,India,Asia-Pacific,General Hospital,16.8,34.07,16.8,0,0,1
1049,Sachkhand Hospital,India,Asia-Pacific,General Hospital,16.8,34.01,16.8,0,0,1
1050,Sacred Heart Hospital,India,Asia-Pacific,Cardiac Specialty,16.8,33.94,16.8,0,0,1
1051,Sadbhavna Hospital,India,Asia-Pacific,General Hospital,16.8,33.88,16.8,0,0,1
1052,Sadguru Hospital,India,Asia-Pacific,General Hospital,16.8,33.82,16.8,0,0,1
1053,Sadhu Vaswani Missionâ€™s Medical Complex,India,Asia-Pacific,General Hospital,16.8,33.75,16.8,0,0,1
1054,Sadvichar Hospital,India,Asia-Pacific,General Hospital,16.8,33.69,16.8,0,0,1
1055,Sagar Hospitals,India,Asia-Pacific,General Hospital,16.8,33.63,16.8,0,0,1
1056,Sagar Hospitals-DSI,India,Asia-Pacific,General Hospital,16.8,33.56,16.8,0,0,1
1057,Sagar Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,33.5,16.8,0,0,1
1058,Sahayog Hospital (A Unit Of Ramade Memorial Medicare Reasearch Institute Llp,India,Asia-Pacific,Teaching Hospital,16.8,33.44,16.8,0,0,1
1059,Sahyadri Narayana Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,33.38,16.8,0,0,1
1060,"Sahyadri Speciality Hospital, Nagar Road",India,Asia-Pacific,General Hospital,16.8,33.31,16.8,0,0,1
1061,Sahyadri Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,33.25,16.8,0,0,1
1062,"Sahyadri Super Speciality Hospital, Hadapsar",India,Asia-Pacific,General Hospital,16.8,33.19,16.8,0,0,1
1063,Sahyadri Super Specialty Hospital,India,Asia-Pacific,Multi Specialty,16.8,33.12,16.8,0,0,1
1064,"Sai Hospital, Haldwani (Nanital)",India,Asia-Pacific,General Hospital,16.8,33.06,16.8,0,0,1
1065,Sai Sanjeevini Hospitals,India,Asia-Pacific,General Hospital,16.8,33.0,16.8,0,0,1
1066,Sai Sukhda Hospital,India,Asia-Pacific,General Hospital,16.8,32.93,16.8,0,0,1
1067,Saideep Healthcare & Research Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,32.87,16.8,0,0,1
1068,"Saifee Hospital, Maharishi Karve Marg",India,Asia-Pacific,General Hospital,16.8,32.81,16.8,0,0,1
1069,"Sainath Hospital, Pune",India,Asia-Pacific,General Hospital,16.8,32.75,16.8,0,0,1
1070,Saket Medicare & Research Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,32.68,16.8,0,0,1
1071,Sakra World Hospital,India,Asia-Pacific,General Hospital,16.8,32.62,16.8,0,0,1
1072,SAL Hospital & Medical Institute,India,Asia-Pacific,Teaching Hospital,16.8,32.56,16.8,0,0,1
1073,Samanvay Hospitals,India,Asia-Pacific,General Hospital,16.8,32.49,16.8,0,0,1
1074,Samford Hospital Private Limited,India,Asia-Pacific,General Hospital,16.8,32.43,16.8,0,0,1
1075,Sancheti Institute for Orthopaedic and Rehabilitation,India,Asia-Pacific,Orthopedic Specialty,16.8,32.37,16.8,0,0,1
1076,Sanghamitra Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,32.3,16.8,0,0,1
1077,Sanghi Nursing Home,India,Asia-Pacific,General Hospital,16.8,32.24,16.8,0,0,1
1078,Sanjeev Bansal Cygnus Hospital,India,Asia-Pacific,General Hospital,16.8,32.18,16.8,0,0,1
1079,Sanjeevani Hospital (A Unit of Oasis Medicare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,32.12,16.8,0,0,1
1080,Sanjeevani Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,32.05,16.8,0,0,1
1081,Sanjiban Hospital (A Unit of Chikitsabrati Udyog),India,Asia-Pacific,General Hospital,16.8,31.99,16.8,0,0,1
1082,Sanjivani Hospital,India,Asia-Pacific,General Hospital,16.8,31.93,16.8,0,0,1
1083,Sanjivani Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,31.86,16.8,0,0,1
1084,Santevita Hospital,India,Asia-Pacific,General Hospital,16.8,31.8,16.8,0,0,1
1085,Santokba Durlabhji Memorial Hospital Cum Medical Research Institute,India,Asia-Pacific,Teaching Hospital,16.8,31.74,16.8,0,0,1
1086,Sapra Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,31.68,16.8,0,0,1
1087,Sapthagiri Institute of Medical Sciences and Research Center Hospital,India,Asia-Pacific,Teaching Hospital,16.8,31.61,16.8,0,0,1
1088,Saraswathy Hospital,India,Asia-Pacific,General Hospital,16.8,31.55,16.8,0,0,1
1089,Saraswati Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.8,31.49,16.8,0,0,1
1090,Saraswati Mission Hospital,India,Asia-Pacific,General Hospital,16.8,31.42,16.8,0,0,1
1091,Saroj Gupta Cancer Centre & Research Institute,India,Asia-Pacific,Cancer Specialty,16.8,31.36,16.8,0,0,1
1092,Saroj Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,31.3,16.8,0,0,1
1093,Sarvodaya Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.8,31.23,16.8,0,0,1
1094,Sarvodaya Hospital (A Unit of Anshu Hospitals Limited),India,Asia-Pacific,General Hospital,16.8,31.17,16.8,0,0,1
1095,Sarvodaya Institute of Medicine and Surgery Private Limited,India,Asia-Pacific,Teaching Hospital,16.8,31.11,16.8,0,0,1
1096,Sarvodaya Multispeciality & Cancer Hospital,India,Asia-Pacific,Cancer Specialty,16.8,31.05,16.8,0,0,1
1097,Sarvodya Hospital,India,Asia-Pacific,General Hospital,16.8,30.98,16.8,0,0,1
1098,SAS Hospital,India,Asia-Pacific,General Hospital,16.8,30.92,16.8,0,0,1
1099,Satguru Partap Singh Hospitals,India,Asia-Pacific,General Hospital,16.8,30.86,16.8,0,0,1
1100,Sathya Kidney Centre & Super Speciality Hospitals,India,Asia-Pacific,General Hospital,16.8,30.79,16.8,0,0,1
1101,Saveera Institute of Medical Sciences Private Limited,India,Asia-Pacific,Teaching Hospital,16.8,30.73,16.8,0,0,1
1102,Saveetha Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,16.8,30.67,16.8,0,0,1
1103,Saviour Hospital,India,Asia-Pacific,General Hospital,16.8,30.6,16.8,0,0,1
1104,Savita Superspeciality Hospital ( A Unit of Solace Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,30.54,16.8,0,0,1
1105,Saxena Multispeciality Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,30.48,16.8,0,0,1
1106,Scai Superspeciality Hospitals,India,Asia-Pacific,General Hospital,16.8,30.42,16.8,0,0,1
1107,Scudder Memorial Hospital,India,Asia-Pacific,General Hospital,16.8,30.35,16.8,0,0,1
1108,SDM College of Medical Sciences & Hospital,India,Asia-Pacific,General Hospital,16.8,30.29,16.8,0,0,1
1109,Sehgal Neo Hospital,India,Asia-Pacific,General Hospital,16.8,30.23,16.8,0,0,1
1110,Sentini Health Care India Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,30.16,16.8,0,0,1
1111,Sentini Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,30.1,16.8,0,0,1
1112,Seth Mannulal Jagannath Das Trust Hospital,India,Asia-Pacific,General Hospital,16.8,30.04,16.8,0,0,1
1113,Sevarth Sansthan Seth Bimal Kumar Jain Trauma & Physiotherapy Dharmarth Samiti,India,Asia-Pacific,General Hospital,16.8,29.97,16.8,0,0,1
1114,"Sevasadan Lifeline Superspeciality Hospital, Sangli",India,Asia-Pacific,General Hospital,16.8,29.91,16.8,0,0,1
1115,Seven Star Hospital ( A Unit of Nagpur Institute of Surgical Sciences and Research Centre pvt.Ltd.),India,Asia-Pacific,Teaching Hospital,16.8,29.85,16.8,0,0,1
1116,Sevenhills Hospital,India,Asia-Pacific,General Hospital,16.8,29.79,16.8,0,0,1
1117,Sewak Sabha Charitable Trust Hospital,India,Asia-Pacific,General Hospital,16.8,29.72,16.8,0,0,1
1118,SGL Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.8,29.66,16.8,0,0,1
1119,SGT Medical College Hospital and Research Institute,India,Asia-Pacific,Teaching Hospital,16.8,29.6,16.8,0,0,1
1120,SGVP Holistic Hospital,India,Asia-Pacific,General Hospital,16.8,29.53,16.8,0,0,1
1121,Shah Hospital,India,Asia-Pacific,General Hospital,16.8,29.47,16.8,0,0,1
1122,Shaheed Kartar Singh Sarabha Charitable Hospital,India,Asia-Pacific,General Hospital,16.8,29.41,16.8,0,0,1
1123,"Shalby Hospital, Indore",India,Asia-Pacific,General Hospital,16.8,29.35,16.8,0,0,1
1124,Shalby Hospitals,India,Asia-Pacific,General Hospital,16.8,29.28,16.8,0,0,1
1125,"Shalby Limited, Naroda",India,Asia-Pacific,General Hospital,16.8,29.22,16.8,0,0,1
1126,Shankus Hospitals,India,Asia-Pacific,General Hospital,16.8,29.16,16.8,0,0,1
1127,Shanmuga Hospital Limited - (Earlier Certificate issued in the Name of Shanmuga Hospital Private Limited),India,Asia-Pacific,General Hospital,16.8,29.09,16.8,0,0,1
1128,Shanti Devi Gi Institute And Advanced Endoscopy Centre,India,Asia-Pacific,Teaching Hospital,16.8,29.03,16.8,0,0,1
1129,Shanti Gopal Hospital,India,Asia-Pacific,General Hospital,16.8,28.97,16.8,0,0,1
1130,Shanti Memorial Hospital Pvt Ltd,India,Asia-Pacific,General Hospital,16.8,28.9,16.8,0,0,1
1131,Shantived Institute of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.8,28.84,16.8,0,0,1
1132,Sharbati Surgical and Maternity Home,India,Asia-Pacific,Women & Child Specialty,16.8,28.78,16.8,0,0,1
1133,Sharda Hospital,India,Asia-Pacific,General Hospital,16.8,28.72,16.8,0,0,1
1134,Sharma Medicare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,28.65,16.8,0,0,1
1135,Shekhar Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,28.59,16.8,0,0,1
1136,Shifa Hospitals,India,Asia-Pacific,General Hospital,16.8,28.53,16.8,0,0,1
1137,Shija Hospitals & Research Institute Pvt. Ltd.,India,Asia-Pacific,Teaching Hospital,16.8,28.46,16.8,0,0,1
1138,Shivalik Medical Centre Pvt. Limited,India,Asia-Pacific,General Hospital,16.8,28.4,16.8,0,0,1
1139,Shoor Multi-Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.8,28.34,16.8,0,0,1
1140,Shree Aggarsain International Hospital,India,Asia-Pacific,General Hospital,16.8,28.27,16.8,0,0,1
1141,"Shree Balaji Medicover Hospitals (A Unit of Sahrudaya Balaji Health Care Pvt. Ltd.), Sangareddy",India,Asia-Pacific,General Hospital,16.8,28.21,16.8,0,0,1
1142,Shree Balaji Super Speciality Healthcare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,28.15,16.8,0,0,1
1143,Shree Giriraj Hospital,India,Asia-Pacific,General Hospital,16.8,28.09,16.8,0,0,1
1144,Shree Hospitals (A Unit of Odisha Multispeciality Hospital & Trauma Care Centre Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,28.02,16.8,0,0,1
1145,Shree Jagannath Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.8,27.96,16.8,0,0,1
1146,Shree Krishna Hospital & Pramukhswami Medical College,India,Asia-Pacific,Teaching Hospital,16.8,27.9,16.8,0,0,1
1147,Shree Mahavir Jain Hospital & Pratap J Aashar Cardiac Centre,India,Asia-Pacific,Cardiac Specialty,16.8,27.83,16.8,0,0,1
1148,Shree Narayana Hospital,India,Asia-Pacific,General Hospital,16.8,27.77,16.8,0,0,1
1149,Shree Ramnath Hospital,India,Asia-Pacific,General Hospital,16.8,27.71,16.8,0,0,1
1150,Shreyas Medicare Sanchalit Maniben Nagarji Mehta (Valwada) Hospital,India,Asia-Pacific,General Hospital,16.8,27.64,16.8,0,0,1
1151,Shri B.D. Mehta Mahavir Heart Institute,India,Asia-Pacific,Cardiac Specialty,16.8,27.58,16.8,0,0,1
1152,Shri Balaji Aarogyam Hospital Pvt Ltd,India,Asia-Pacific,General Hospital,16.8,27.52,16.8,0,0,1
1153,Shri Balaji Institute of Medical Science,India,Asia-Pacific,Teaching Hospital,16.8,27.46,16.8,0,0,1
1154,Shri Balaji Metro Hospital,India,Asia-Pacific,General Hospital,16.8,27.39,16.8,0,0,1
1155,Shri Bhavani Multispecialty Hospital & Research Institute,India,Asia-Pacific,Multi Specialty,16.8,27.33,16.8,0,0,1
1156,Shri Hari Hospital,India,Asia-Pacific,General Hospital,16.8,27.27,16.8,0,0,1
1157,Shri Hospital,India,Asia-Pacific,General Hospital,16.8,27.2,16.8,0,0,1
1158,Shri Mahant Indiresh Hospital,India,Asia-Pacific,General Hospital,16.8,27.14,16.8,0,0,1
1159,Shri Mata Vaishno Devi Narayana Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.8,27.08,16.8,0,0,1
1160,Shri Radhakrishna Hospital And Research Institute,India,Asia-Pacific,Teaching Hospital,16.8,27.02,16.8,0,0,1
1161,Shri Ram Murti Smarak Institute of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.8,26.95,16.8,0,0,1
