id,name,country,city,sources,source_count,certifications_count,certification_names,has_jci,jci_accreditation_date,jci_expiry_date,total_score,certification_score,quality_initiatives_score,patient_feedback_score,website,last_updated
,GBH - American Hospital,India,Udaipur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.733547
,"Yashoda Healthcare Services Limited, Somajiguda - (Earlier Certificate issued in the Name of Yashoda Super Specaility Hospital)",India,Hyderabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.733547
,"Fortis Hospital, Shalimar Bagh",India,New Delhi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.733547
,Metro Heart Institute with Multispeciality,India,Faridabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.733547
,Regency Hospital Ltd.,India,Kanpur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,
,Usha Mullapudi Cardiac Centre,India,Hyderabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.733547
,Ramaiah Memorial Hospital,India,Bangalore,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.733547
,Aditya Care Hospital,India,Bhubneshwar,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,"Pushpawati Singhania Research Institute for Liver, Renal & Digestive Diseases",India,New Delhi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Grecian Super Specialty Hospital (A Unit of RGS Healthcare Ltd.),India,Mohali,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Govt. Women & Children's Hospital,India,Thiruvananthapuram,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Action Cancer Hospital,India,New Delhi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Sunshine Hospitals,India,Secunderabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,N.M. Wadia Institite of Cardiology,India,Pune,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Taluk Head Quarters Hospital,India,Alappuzha,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Nagarjuna Hospital,India,Vijayawada,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Sree Renga Hospital,India,Chengalpet,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Lotus Hospitals for Women & Children,India,Hyderabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Ramkrishna Care Hospital,India,Raipur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Ganga Medical Centre and Hospitals Pvt Ltd,India,Coimbatore,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Sri Ramachandra Medical Centre,India,Chennai,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Nirmal Hospital Pvt. Ltd.,India,Surat,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Care Institute of Medical Sciences (CIMS),India,Ahmedabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Manipal Hospitals EM Bypass (A Unit of Manipal Hospitals Eastern India Private Limited) - (Earlier Certificate issued in the Name of Medica Superspecialty Hospital),India,Kolkata,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,"A.J. Hospital & Research Centre,",India,Mangalore,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Aditya Birla Memorial Hospital,India,Pune,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Gleneagles Aware Hospital (A Unit of Gleneagles Healthcare India Pvt. Ltd.) - (Earlier Certificate issued in the Name of Aware Global Hospitals),India,Hyderabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Hiranandani Hospital (A fortis associate hospital),India,Mumbai,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Fortis Hospitals Limited,India,Kolkata,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,EMS Memorial Co-Operative Hospital & Research Centre,India,Perintalmanna,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Saroj Super Speciality Hospital,India,New Delhi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Noble Hospital,India,Pune,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,
,Max Super Specialty Hospital (A Unit of Max Healthcare Institute Limited) Shalimar Bagh,India,New Delhi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,NU Hospitals Private Limited.,India,Bangalore,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Basavatarakam Indo-American Cancer Institute & Research Centre,India,Hyderabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Max Superspecility Hospital,India,Mohali,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Johal Multispeciality Hospital,India,Jalandhar,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Heart & General Hospital,India,Jaipur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Jaslok Hospital & Research Center,India,Mumbai,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,HCG Hospitals ( A Unit of Healthcare Global Enterprises Ltd.),India,Ahmedabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Sathya Kidney Centre & Super Speciality Hospitals,India,Hyderabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,"Nusi Wockhardt Hospital, Goa, Panaji (Panjim)",India,Panaji (Panjim),,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,IMS and SUM Hospital,India,Bhubneshwar,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,The Mission Hospital,India,Durgapur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Soni Hospital,India,Jaipur,NABH Entry Level Portal,1,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); National Accreditation Board for Hospitals & Healthcare Providers (NABH) - Entry Level,no,,,,,,,,2025-09-27T14:35:39.371431
,Jehangir Hospital,India,Pune,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Vadamalayan Hospitals,India,Madurai,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Chord Road HospitalPvt Ltd.,India,Bangalore,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Bhatia Global Hospital & Endosurgery Institute,India,New Delhi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Apollo BGS Hospitals,India,Mysore,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Shri B.D. Mehta Mahavir Heart Institute,India,Surat,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Bhagwati Hospital,India,New Delhi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Downtown Hospital Ltd.,India,Guwahati,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Apollo Hospitals Enterprises Ltd.,India,Bhubneshwar,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Sacred Heart Hospital,India,Jalandhar,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,
,The Tertiary Teaching Hospitals of Christian Medical College,India,Vellore,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,"Holy Family Hospital, New Delhi",India,New Delhi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Advanced Surat Trauma and Orthopaedic Surgery Hospital,India,Surat,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Bombay Hospital,India,Indore,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Gleneagles BGS Hospital (A Unit of Gleneagles Healthcare India Private Limited) - (Earlier Certificate issued in the name of BGS Gleneagles Global Hospital),India,Bangalore,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Medical Research Foundation,India,Chennai,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Kumaran Hospitals (P) Ltd.,India,Kilpauk,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Zydus Hospital,India,Anand,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Care Hospitals,India,Hyderabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,"Dhanalakshmi Hospital Pvt. Ltd, Kannur, Kerala",India,Kannur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Indus Hospitals (A Unit of Vasugan Medical Specialities Pvt. Ltd.),India,Visakhapatnam,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.747392
,Medanta Abdur Razzaque Ansari Memorial Weavers Hospital,India,Ranchi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.749399
,MIOT Hospitals,India,Manapakkam,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,
,Criticare Asia Multispecialty Hospital and Research Center,India,Mumbai,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.749931
,Max Super Specialty Hospital,India,Dehradun,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.749931
,PRS Hospital,India,Thiruvananthapuram,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.749931
,Omni Hospital,India,Hyderabad,NABH Entry Level Portal,1,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); National Accreditation Board for Hospitals & Healthcare Providers (NABH) - Entry Level,no,,,,,,,,2025-09-27T14:35:35.169361
,"Goyal Hospital & Urology Centre, Krishna Nagar",India,New Delhi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.749931
,Chandni Hospital Pvt. Ltd.,India,Kanpur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.749931
,Max Super Speciality Hospital (A Unit of Hometrail Buildtech Private Limited) - (Earlier Certificate issued in the Name of Max Super Specialty Hospital),India,Bathinda,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.749931
,Tirath Ram Shah Charitable Hospital,India,New Delhi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.749931
,Regional Cancer Centre,India,Thiruvananthapuram,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.749931
,RG Stone Urology and Laproscopy Hospital,India,Faridabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.749931
,St. Isabel’s Hospital,India,Chennai,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.750438
,Apex Heart Institute,India,Ahmedabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.750438
,"Fortis Healthcare Limited, Mulund - (Earlier Certificate issued in the name of Fortis Hospitals Ltd.)",India,Mumbai,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.750438
,Smt. RB Shah Mahavir Super Specialty Hospital,India,Surat,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.750438
,Shree Krishna Hospital & Pramukhswami Medical College,India,Karamsad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.750438
,Silver Line Hospital,India,Kochi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.750438
,Meerut Kidney Hospital,India,Meerut,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.750438
,Shanti Memorial Hospital Pvt Ltd,India,Cuttack,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.750438
,Sundaram Medical Foundation,India,Chennai,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.750438
,PVS Hospital,India,Calicut,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.750438
,Jain Hospital,India,New Delhi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.750438
,"Institute for Communicative and Cognitive Neurosciences, Shoranur",India,Palakkad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.750438
,Peerless Hospitex Hospital & Research Centre Limited,India,Kolkata,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.750438
,KIMS Al Shifa Healthcare Pvt. Ltd.,India,Perintalmanna,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.750438
,Bhagat Chandra Hospital,India,New Delhi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,
,Sentini Hospitals Pvt. Ltd.,India,Vijayawada,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.750438
,Alchemist Hospital Limited,India,Panchkula,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.750438
,Ganadhipati Purushottam Shekhawati Hospital & Research Centre,India,Jaipur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.751197
,Seven Hills Healthcare Pvt. Ltd.,India,Mumbai,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.751197
,Dr. Ramesh Cardiac and Multispecialty Hospital Private Limited - Main Branch,India,Vijayawada,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.751197
,Medicover Hospital,India,Hyderabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,
,Continental Hospitals Limited,India,Hyderabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.751197
,Rao Nursing Home,India,Pune,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.751197
,"Apollo Hospitals, Hyderguda",India,Hyderabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.751197
,Raja Diagnostic Centre and Hospital,India,Nawanshahr,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.751197
,"Aditya Hospital, Boggulakunta",India,Hyderabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.751197
