rank,name,country,region,hospital_type,total_score,percentile,certification_count
1002,Rajagiri Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,36.96,1
1003,Rajarajeshwari Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,36.90,1
1004,Rajasthan Medical Centre,India,Asia-Pacific,General Hospital,16.800000000000004,36.84,1
1005,Rajiv Gandhi Cancer Institute & Research Centre,India,Asia-Pacific,Cancer Specialty,16.800000000000004,36.78,1
1006,Rajkot Cancer Society,India,Asia-Pacific,Cancer Specialty,16.800000000000004,36.71,1
1007,Rajnish Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,36.65,1
1008,Raju Neuro & Multi Speciality Hospital,India,Asia-Pacific,Neurological Specialty,16.800000000000004,36.59,1
1009,Ram Ratan Hospital (Managed & Operated By Fortis Hospital),India,Asia-Pacific,General Hospital,16.800000000000004,36.52,1
1010,Ramaiah Medical College Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,36.46,1
1011,Ramaiah Memorial Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,36.40,1
1012,Ramdevrao Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,36.34,1
1013,Ramkrishna Care Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,36.27,1
1014,Rangadore Memorial Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,36.21,1
1015,Ranjit Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,36.15,1
1016,Rao Nursing Home,India,Asia-Pacific,General Hospital,16.800000000000004,36.08,1
1017,Rathi Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,36.02,1
1018,Ravindra Maternity & General Hospital,India,Asia-Pacific,Women & Child Specialty,16.800000000000004,35.96,1
1019,Regency Hospital Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,35.89,1
1020,Regency Renal Sciences Centre,India,Asia-Pacific,General Hospital,16.800000000000004,35.83,1
1021,Renova Century Hospitals (A Unit of Bhargavi Healthcare Services Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,35.77,1
1022,Renova Neelima Hospitals (A Unit of Manaswini Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,35.71,1
1023,Renova Nigl Hospitals (A Unit of Tejaswini Health Care Services Pvt.),India,Asia-Pacific,General Hospital,16.800000000000004,35.64,1
1024,Renova Sowmya Cancer Centre,India,Asia-Pacific,Cancer Specialty,16.800000000000004,35.58,1
1025,Rhythm Heart Institute (Unit of Synergy Lifecare Pvt. Ltd.),India,Asia-Pacific,Cardiac Specialty,16.800000000000004,35.52,1
1026,Riddhivinayak Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,35.45,1
1027,Rishab Multi-Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,35.39,1
1028,RJN Apollo Spectra Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,35.33,1
1029,RLKC Hospital- Metro Heart Institute,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,35.26,1
1030,Rohilkhand Medical College and Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,35.20,1
1031,Rohini Medicare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,35.14,1
1032,Rotary Ambala Cancer and General Hospital,India,Asia-Pacific,Cancer Specialty,16.800000000000004,35.08,1
1033,Royal Care Super Speciality Hospital Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,35.01,1
1034,RS Gaur Global Multispeciality Hospital Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,34.95,1
1035,Ruban Memorial Hospital(Unit Of Ruban Patliputra Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,34.89,1
1036,Ruby General Hospital Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,34.82,1
1037,Ruby Hall Clinic,India,Asia-Pacific,General Hospital,16.800000000000004,34.76,1
1038,Ruby Hall Clinic; Wanowarie,India,Asia-Pacific,General Hospital,16.800000000000004,34.70,1
1039,Rukmani Birla Hospital (A unit of The Calcutta Medical Research Institute),India,Asia-Pacific,Teaching Hospital,16.800000000000004,34.63,1
1040,Rungta Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,34.57,1
1041,S K Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,34.51,1
1042,S N Super Speciality Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,34.45,1
1043,S. L. Minda Memorial Hospital; Unit - Moga Devi Minda Charitable Trust; Adampur,India,Asia-Pacific,General Hospital,16.800000000000004,34.38,1
1044,S.A.I Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,34.32,1
1045,S.B. Mittal Memorial Heart and Critical Care Hospital,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,34.26,1
1046,S.L. Raheja (A Fortis Associate) Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,34.19,1
1047,S.P. Multi Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,34.13,1
1048,S.R. Kalla Memorial Gastro & General Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,34.07,1
1049,Sachkhand Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,34.01,1
1050,Sacred Heart Hospital,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,33.94,1
1051,Sadbhavna Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,33.88,1
1052,Sadguru Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,33.82,1
1053,Sadhu Vaswani Mission’s Medical Complex,India,Asia-Pacific,General Hospital,16.800000000000004,33.75,1
1054,Sadvichar Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,33.69,1
1055,Sagar Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,33.63,1
1056,Sagar Hospitals-DSI,India,Asia-Pacific,General Hospital,16.800000000000004,33.56,1
1057,Sagar Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,33.50,1
1058,Sahayog Hospital (A Unit Of Ramade Memorial Medicare Reasearch Institute Llp,India,Asia-Pacific,Teaching Hospital,16.800000000000004,33.44,1
1059,Sahyadri Narayana Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,33.38,1
1060,Sahyadri Speciality Hospital; Nagar Road,India,Asia-Pacific,General Hospital,16.800000000000004,33.31,1
1061,Sahyadri Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,33.25,1
1062,Sahyadri Super Speciality Hospital; Hadapsar,India,Asia-Pacific,General Hospital,16.800000000000004,33.19,1
1063,Sahyadri Super Specialty Hospital,India,Asia-Pacific,Multi Specialty,16.800000000000004,33.12,1
1064,Sai Hospital; Haldwani (Nanital),India,Asia-Pacific,General Hospital,16.800000000000004,33.06,1
1065,Sai Sanjeevini Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,33.00,1
1066,Sai Sukhda Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,32.93,1
1067,Saideep Healthcare & Research Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,32.87,1
1068,Saifee Hospital; Maharishi Karve Marg,India,Asia-Pacific,General Hospital,16.800000000000004,32.81,1
1069,Sainath Hospital; Pune,India,Asia-Pacific,General Hospital,16.800000000000004,32.75,1
1070,Saket Medicare & Research Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,32.68,1
1071,Sakra World Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,32.62,1
1072,SAL Hospital & Medical Institute,India,Asia-Pacific,Teaching Hospital,16.800000000000004,32.56,1
1073,Samanvay Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,32.49,1
1074,Samford Hospital Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,32.43,1
1075,Sancheti Institute for Orthopaedic and Rehabilitation,India,Asia-Pacific,Orthopedic Specialty,16.800000000000004,32.37,1
1076,Sanghamitra Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,32.30,1
1077,Sanghi Nursing Home,India,Asia-Pacific,General Hospital,16.800000000000004,32.24,1
1078,Sanjeev Bansal Cygnus Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,32.18,1
1079,Sanjeevani Hospital (A Unit of Oasis Medicare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,32.12,1
1080,Sanjeevani Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,32.05,1
1081,Sanjiban Hospital (A Unit of Chikitsabrati Udyog),India,Asia-Pacific,General Hospital,16.800000000000004,31.99,1
1082,Sanjivani Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,31.93,1
1083,Sanjivani Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,31.86,1
1084,Santevita Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,31.80,1
1085,Santokba Durlabhji Memorial Hospital Cum Medical Research Institute,India,Asia-Pacific,Teaching Hospital,16.800000000000004,31.74,1
1086,Sapra Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,31.68,1
1087,Sapthagiri Institute of Medical Sciences and Research Center Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,31.61,1
1088,Saraswathy Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,31.55,1
1089,Saraswati Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,31.49,1
1090,Saraswati Mission Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,31.42,1
1091,Saroj Gupta Cancer Centre & Research Institute,India,Asia-Pacific,Cancer Specialty,16.800000000000004,31.36,1
1092,Saroj Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,31.30,1
1093,Sarvodaya Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,31.23,1
1094,Sarvodaya Hospital (A Unit of Anshu Hospitals Limited),India,Asia-Pacific,General Hospital,16.800000000000004,31.17,1
1095,Sarvodaya Institute of Medicine and Surgery Private Limited,India,Asia-Pacific,Teaching Hospital,16.800000000000004,31.11,1
1096,Sarvodaya Multispeciality & Cancer Hospital,India,Asia-Pacific,Cancer Specialty,16.800000000000004,31.05,1
1097,Sarvodya Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,30.98,1
1098,SAS Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,30.92,1
1099,Satguru Partap Singh Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,30.86,1
1100,Sathya Kidney Centre & Super Speciality Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,30.79,1
1101,Saveera Institute of Medical Sciences Private Limited,India,Asia-Pacific,Teaching Hospital,16.800000000000004,30.73,1
1102,Saveetha Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,30.67,1
1103,Saviour Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,30.60,1
1104,Savita Superspeciality Hospital ( A Unit of Solace Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,30.54,1
1105,Saxena Multispeciality Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,30.48,1
1106,Scai Superspeciality Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,30.42,1
1107,Scudder Memorial Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,30.35,1
1108,SDM College of Medical Sciences & Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,30.29,1
1109,Sehgal Neo Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,30.23,1
1110,Sentini Health Care India Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,30.16,1
1111,Sentini Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,30.10,1
1112,Seth Mannulal Jagannath Das Trust Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,30.04,1
1113,Sevarth Sansthan Seth Bimal Kumar Jain Trauma & Physiotherapy Dharmarth Samiti,India,Asia-Pacific,General Hospital,16.800000000000004,29.97,1
1114,Sevasadan Lifeline Superspeciality Hospital; Sangli,India,Asia-Pacific,General Hospital,16.800000000000004,29.91,1
1115,Seven Star Hospital ( A Unit of Nagpur Institute of Surgical Sciences and Research Centre pvt.Ltd.),India,Asia-Pacific,Teaching Hospital,16.800000000000004,29.85,1
1116,Sevenhills Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,29.79,1
1117,Sewak Sabha Charitable Trust Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,29.72,1
1118,SGL Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,29.66,1
1119,SGT Medical College Hospital and Research Institute,India,Asia-Pacific,Teaching Hospital,16.800000000000004,29.60,1
1120,SGVP Holistic Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,29.53,1
1121,Shah Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,29.47,1
1122,Shaheed Kartar Singh Sarabha Charitable Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,29.41,1
1123,Shalby Hospital; Indore,India,Asia-Pacific,General Hospital,16.800000000000004,29.35,1
1124,Shalby Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,29.28,1
1125,Shalby Limited; Naroda,India,Asia-Pacific,General Hospital,16.800000000000004,29.22,1
1126,Shankus Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,29.16,1
1127,Shanmuga Hospital Limited - (Earlier Certificate issued in the Name of Shanmuga Hospital Private Limited),India,Asia-Pacific,General Hospital,16.800000000000004,29.09,1
1128,Shanti Devi Gi Institute And Advanced Endoscopy Centre,India,Asia-Pacific,Teaching Hospital,16.800000000000004,29.03,1
1129,Shanti Gopal Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,28.97,1
1130,Shanti Memorial Hospital Pvt Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,28.90,1
1131,Shantived Institute of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.800000000000004,28.84,1
1132,Sharbati Surgical and Maternity Home,India,Asia-Pacific,Women & Child Specialty,16.800000000000004,28.78,1
1133,Sharda Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,28.72,1
1134,Sharma Medicare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,28.65,1
1135,Shekhar Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,28.59,1
1136,Shifa Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,28.53,1
1137,Shija Hospitals & Research Institute Pvt. Ltd.,India,Asia-Pacific,Teaching Hospital,16.800000000000004,28.46,1
1138,Shivalik Medical Centre Pvt. Limited,India,Asia-Pacific,General Hospital,16.800000000000004,28.40,1
1139,Shoor Multi-Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,28.34,1
1140,Shree Aggarsain International Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,28.27,1
1141,Shree Balaji Medicover Hospitals (A Unit of Sahrudaya Balaji Health Care Pvt. Ltd.); Sangareddy,India,Asia-Pacific,General Hospital,16.800000000000004,28.21,1
1142,Shree Balaji Super Speciality Healthcare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,28.15,1
1143,Shree Giriraj Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,28.09,1
1144,Shree Hospitals (A Unit of Odisha Multispeciality Hospital & Trauma Care Centre Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,28.02,1
1145,Shree Jagannath Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,27.96,1
1146,Shree Krishna Hospital & Pramukhswami Medical College,India,Asia-Pacific,Teaching Hospital,16.800000000000004,27.90,1
1147,Shree Mahavir Jain Hospital & Pratap J Aashar Cardiac Centre,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,27.83,1
1148,Shree Narayana Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,27.77,1
1149,Shree Ramnath Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,27.71,1
1150,Shreyas Medicare Sanchalit Maniben Nagarji Mehta (Valwada) Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,27.64,1
1151,Shri B.D. Mehta Mahavir Heart Institute,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,27.58,1
1152,Shri Balaji Aarogyam Hospital Pvt Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,27.52,1
1153,Shri Balaji Institute of Medical Science,India,Asia-Pacific,Teaching Hospital,16.800000000000004,27.46,1
1154,Shri Balaji Metro Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,27.39,1
1155,Shri Bhavani Multispecialty Hospital & Research Institute,India,Asia-Pacific,Multi Specialty,16.800000000000004,27.33,1
1156,Shri Hari Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,27.27,1
1157,Shri Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,27.20,1
1158,Shri Mahant Indiresh Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,27.14,1
1159,Shri Mata Vaishno Devi Narayana Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,27.08,1
1160,Shri Radhakrishna Hospital And Research Institute,India,Asia-Pacific,Teaching Hospital,16.800000000000004,27.02,1
1161,Shri Ram Murti Smarak Institute of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.800000000000004,26.95,1
1162,Shri Ram Singh Multi Speciality Hospital; Gautam Buddha Nagar,India,Asia-Pacific,General Hospital,16.800000000000004,26.89,1
1163,Shri Ram Super Speciality Surgical Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,26.83,1
1164,Shri Sai Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,26.76,1
1165,Shri Sankalp Medical and Research Institute Pvt. Ltd.,India,Asia-Pacific,Teaching Hospital,16.800000000000004,26.70,1
1166,Shri Swami Bhumanand Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,26.64,1
1167,Shri Vedanta Multi Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,26.57,1
1168,Shri. B.M. Patil Medical College Hospital and Research Centre,India,Asia-Pacific,Teaching Hospital,16.800000000000004,26.51,1
1169,Shrimad Rajchandra Hospital and Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,26.45,1
1170,Shrimann Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,26.39,1
1171,Shrimant Rajmata Vijyaraje Scindia Government Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,26.32,1
1172,Shriram Super Speciality Surgical Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,26.26,1
1173,Shubham Hospital (A Unit of Shubham Medicare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,26.20,1
1174,Sidarth Hospitals (A Unit of Uma Gowri Hospitals Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,26.13,1
1175,Siddaganga Hospital (A Unit of Sree Siddaganga Math SSMCRI),India,Asia-Pacific,General Hospital,16.800000000000004,26.07,1
1176,Siddh Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,26.01,1
1177,Siddhanta Redcross Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,25.94,1
1178,Siddhi Vinayak Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,25.88,1
1179,Sidharth Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,25.82,1
1180,Sidhu Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,25.76,1
1181,Sids Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,25.69,1
1182,Silverstreak Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,25.63,1
1183,Sir Ganga Ram City Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,25.57,1
1184,Sir Ganga Ram Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,25.50,1
1185,Sir H.N. Reliance Foundation Hospital and Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,25.44,1
1186,Sir Ivan Stedeford Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,25.38,1
1187,Sitaram Bhartia Institute of Science & Research,India,Asia-Pacific,Teaching Hospital,16.800000000000004,25.31,1
1188,SJM Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,25.25,1
1189,SKR Hospital & Trauma Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,25.19,1
1190,SKS Hospital & Postgraduate Medical Institute,India,Asia-Pacific,Teaching Hospital,16.800000000000004,25.13,1
1191,SLG Hospitals; (A Unit of Sree Lakshmi Gayathri Hospitals Private Limited),India,Asia-Pacific,General Hospital,16.800000000000004,25.06,1
1192,Smita Memorial Hospital And Research Centre (A Unit Of Advani Olickal Health Care Services Pvt Ltd),India,Asia-Pacific,General Hospital,16.800000000000004,25.00,1
1193,SMT Paarvati Devi Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,24.94,1
1194,Smt. Jayaben Mody Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,24.87,1
1195,Smt. Rasilaben Sevantilal Shah Venus Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,24.81,1
1196,Smt. RB Shah Mahavir Super Specialty Hospital,India,Asia-Pacific,Multi Specialty,16.800000000000004,24.75,1
1197,Smt. S. R. Mehta & Sir K. P. Cardiac Institute,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,24.69,1
1198,SMT. SMS Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,24.62,1
1199,SMVS Swaminarayan Hospital and Research Foundation,India,Asia-Pacific,General Hospital,16.800000000000004,24.56,1
1200,Sohana Hospital (A Multi Super Specialty Hospital) A Unit of Sri Guru Harkrishan Sahib (c) Eye Hospital Trust,India,Asia-Pacific,Eye Specialty,16.800000000000004,24.50,1
1201,Solanki Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,24.43,1
1202,Solapur Cancer Center,India,Asia-Pacific,Cancer Specialty,16.800000000000004,24.37,1
1203,Solar Hospital : Grace GPS Healthcare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,24.31,1
1204,Soni Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,24.24,1
1205,Sonia Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,24.18,1
1206,SP Fort Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,24.12,1
1207,Spandan Multipsecilaity Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,24.06,1
1208,Spar Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,23.99,1
1209,Sparsh Hospital (A Unit Of Shiva & Shiva Orthopaedic Hospital Private Limited),India,Asia-Pacific,Orthopedic Specialty,16.800000000000004,23.93,1
1210,Sparsh Hospital (A Unit of Shiva and Shiva Orthopaedic Hospital Pvt. Ltd.),India,Asia-Pacific,Orthopedic Specialty,16.800000000000004,23.87,1
1211,Sparsh Super Speciality Hospital; Yeashwanthpur,India,Asia-Pacific,General Hospital,16.800000000000004,23.80,1
1212,Spes Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,23.74,1
1213,SRCC Childrens Hospital - Managed by Narayana Health,India,Asia-Pacific,General Hospital,16.800000000000004,23.68,1
1214,Sree Gokulam Medical College and Research Foundation,India,Asia-Pacific,Teaching Hospital,16.800000000000004,23.61,1
1215,Sree Mookambika Institute of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.800000000000004,23.55,1
1216,Sree Rama Devi Multispeciality Hospital; Bhavani Nagar,India,Asia-Pacific,General Hospital,16.800000000000004,23.49,1
1217,SRG Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,23.43,1
1218,Sri Aurobindo Institute Of Medical Sciences (SAIMS Hospital),India,Asia-Pacific,Teaching Hospital,16.800000000000004,23.36,1
1219,Sri Balaji Action Medical Institute,India,Asia-Pacific,Teaching Hospital,16.800000000000004,23.30,1
1220,Sri Chandra Sekara Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,23.24,1
1221,Sri Guru Ram Dass Charitable Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,23.17,1
1222,Sri Guru Ram Dass Institute of Medical Sciences and Research,India,Asia-Pacific,Teaching Hospital,16.800000000000004,23.11,1
1223,Sri Kauvery Medical Care (India) Limited,India,Asia-Pacific,General Hospital,16.800000000000004,23.05,1
1224,Sri Kauvery Medical Care India Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,22.98,1
1225,Sri Manakula Vinayagar Medical College and Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,22.92,1
1226,Sri Narayani Hospital and Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,22.86,1
1227,Sri Ramachandra Medical Centre,India,Asia-Pacific,General Hospital,16.800000000000004,22.80,1
1228,Sri Ramakrishna Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,22.73,1
1229,Sri Sai Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,22.67,1
1230,Sri Sai Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,22.61,1
1231,Sri Shankara Cancer Hospital And Research Centre,India,Asia-Pacific,Cancer Specialty,16.800000000000004,22.54,1
1232,Sri Sharanya Nursing Home and Critical Care Centre; Warangal,India,Asia-Pacific,General Hospital,16.800000000000004,22.48,1
1233,Sri Venkateshwaraa Medical College Hospital and Research Centre,India,Asia-Pacific,Teaching Hospital,16.800000000000004,22.42,1
1234,Sri Venkateswara Institute Of Medical Sciences; Chittoor,India,Asia-Pacific,Teaching Hospital,16.800000000000004,22.36,1
1235,Srikara Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,22.29,1
1236,Srinivas Institute of Medical Sciences and Research Centre,India,Asia-Pacific,Teaching Hospital,16.800000000000004,22.23,1
1237,Srishti Medicare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,22.17,1
1238,SRK Max Hospital (A Unit of Shri Ram Krishana Healthcare Pvt Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,22.10,1
1239,SRM Institute for Medical Science,India,Asia-Pacific,Teaching Hospital,16.800000000000004,22.04,1
1240,SRM Medical College Hospital and Research Centre (A Unit of SRM Institute of Science and Technology),India,Asia-Pacific,Teaching Hospital,16.800000000000004,21.98,1
1241,SSB Heart And Multispecialty Hospital (A Unit of SSB Central Hospital and Research Center Limited),India,Asia-Pacific,Cardiac Specialty,16.800000000000004,21.91,1
1242,St Anns Jubille Memorial Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,21.85,1
1243,St. Ann's Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,21.79,1
1244,St. Gregorios Medical Mission Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,21.73,1
1245,St. Isabel’s Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,21.66,1
1246,St. John's Medical College Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,21.60,1
1247,St. Josephs Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,21.54,1
1248,St. Martha's Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,21.47,1
1249,St. Philomena’s Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,21.41,1
1250,St. Stephen's Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,21.35,1
1251,St. Thomas Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,21.28,1
1252,St.Joseph Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,21.22,1
1253,St.Theresa's Hospital; Erragada,India,Asia-Pacific,General Hospital,16.800000000000004,21.16,1
1254,St.Thomas Hospital; Changanassery,India,Asia-Pacific,General Hospital,16.800000000000004,21.10,1
