reference_no,name,accreditation_no,valid_from,valid_upto,remarks,accreditation_type,country,status,extracted_date
H-2009-0297,"Rajiv Gandhi Cancer Institute & Research Centre, New Delhi, Delhi, India",H-2012-0138,14 Jun 2025,13 Jun 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.673517
H-2009-0186,"Yashoda Super Speciality Hospital, Nehru Nagar, Ghaziabad, Uttar Pradesh, India",H-2012-0139,14 Jun 2025,13 Jun 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.673517
H-2011-0475,"GBH - American Hospital, Udaipur, Rajasthan, India",H-2012-0140,21 Jun 2025,20 Jun 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.673517
H-2009-0165,"Yashoda Healthcare Services Limited, Somajiguda - (Earlier Certificate issued in the Name of Yashoda Super Specaility Hospital), Hyderabad, Telangana, India",H-2012-0141,01 Aug 2022,31 Jul 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.673517
H-2011-0510,"Fortis Hospital, Shalimar Bagh, New Delhi, Delhi, India",H-2012-0142,28 Jun 2025,27 Jun 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.673517
H-2009-0157,"Metro Heart Institute with Multispeciality, Faridabad, Haryana, India",H-2012-0143,03 Jul 2025,02 Jul 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.673517
H-2009-0147,"Regency Hospital Ltd., Kanpur, Uttar Pradesh, India",H-2012-0145,24 Aug 2021,23 Aug 2025,Renewed on 5th Edition,NABH,India,Expired,2025-09-22T12:39:43.673517
H-2009-0263,"Usha Mullapudi Cardiac Centre, Hyderabad, Telangana, India",H-2012-0146,13 Jan 2023,12 Jan 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.673517
H-2009-0289,"Ramaiah Memorial Hospital, Bangalore, Karnataka, India",H-2012-0147,14 Sep 2025,13 Sep 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.673517
H-2009-0167,"Aditya Care Hospital, Bhubneshwar, Orissa, India",H-2012-0148,14 Sep 2015,13 Sep 2018,Moved to SHCO,NABH,India,Expired,2025-09-22T12:39:43.674123
H-2009-0294,"Pushpawati Singhania Research Institute for Liver, Renal & Digestive Diseases, New Delhi, Delhi, India",H-2012-0150,14 Sep 2021,13 Sep 2025,Renewed on 5th Edition,NABH,India,Expired,2025-09-22T12:39:43.674123
H-2011-0484,"Grecian Super Specialty Hospital (A Unit of RGS Healthcare Ltd.), Mohali, Punjab, India",H-2012-0151,14 Sep 2025,13 Sep 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.674123
H-2009-0328,"Govt. Women & Children's Hospital, Thiruvananthapuram, Kerala, India",H-2012-0152,14 Sep 2012,13 Sep 2015,Application Closed,NABH,India,Expired,2025-09-22T12:39:43.674123
H-2011-0486,"Action Cancer Hospital, New Delhi, Delhi, India",H-2012-0153,14 Sep 2021,13 Sep 2025,Renewed on 5th Edition,NABH,India,Expired,2025-09-22T12:39:43.674123
H-2010-0404,"Sunshine Hospitals, Secunderabad, Andhra Pradesh, India",H-2012-0155,19 Sep 2015,18 Sep 2018,Application Closed,NABH,India,Expired,2025-09-22T12:39:43.674123
H-2009-0222,"N.M. Wadia Institite of Cardiology, Pune, Maharashtra, India",H-2012-0156,20 Sep 2021,19 Sep 2025,Renewed on 5th Edition,NABH,India,Expired,2025-09-22T12:39:43.674123
H-2009-0326,"Taluk Head Quarters Hospital, Alappuzha, Kerala, India",H-2012-0157,27 Sep 2012,26 Sep 2015,Application Closed,NABH,India,Expired,2025-09-22T12:39:43.674123
H-2010-0435,"Nagarjuna Hospital, Vijayawada, Andhra Pradesh, India",H-2012-0158,27 Sep 2021,26 Sep 2025,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.674123
H-2011-0515,"Sree Renga Hospital, Chengalpet, Tamil Nadu, India",H-2012-0159,08 Oct 2015,07 Oct 2018,Moved to SHCO,NABH,India,Expired,2025-09-22T12:39:43.674123
H-2009-0317,"Lotus Hospitals for Women & Children, Hyderabad, Telangana, India",H-2012-0160,03 Nov 2022,02 Nov 2026,Voluntary Withdrawal w.e.f. 8th January 2025,NABH,India,Active,2025-09-22T12:39:43.674123
H-2009-0180,"Ramkrishna Care Hospital, Raipur, Chattisgarh, India",H-2012-0161,23 Nov 2021,22 Nov 2025,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.674123
H-2008-0077,"Ganga Medical Centre and Hospitals Pvt Ltd, Coimbatore, Tamil Nadu, India",H-2012-0162,27 Jul 2022,26 Jul 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.674123
H-2011-0571,"Manipal Hospital, Mysore, Karnataka, India",H-2012-0163,23 Nov 2025,22 Nov 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.675129
H-2011-0540,"Sri Ramachandra Medical Centre, Chennai, Tamil Nadu, India",H-2012-0164,05 Dec 2021,04 Dec 2025,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.675129
H-2010-0449,"Nirmal Hospital Pvt. Ltd., Surat, Gujarat, India",H-2012-0165,26 Dec 2021,25 Dec 2025,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.675129
H-2011-0564,"Care Institute of Medical Sciences (CIMS), Ahmedabad, Gujarat, India",H-2013-0166,01 Feb 2022,31 Jan 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.675129
H-2011-0528,"Manipal Hospitals EM Bypass (A Unit of Manipal Hospitals Eastern India Private Limited) - (Earlier Certificate issued in the Name of Medica Superspecialty Hospital), Kolkata, West Bengal, India",H-2013-0167,01 Feb 2022,31 Jan 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.675129
H-2011-0488,"A.J. Hospital & Research Centre,, Mangalore, Karnataka, India",H-2013-0168,22 Apr 2025,21 Apr 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.675129
H-2011-0563,"Aditya Birla Memorial Hospital, Pune, Maharashtra, India",H-2013-0169,01 Feb 2022,31 Jan 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.675129
H-2009-0305,"Gleneagles Aware Hospital (A Unit of Gleneagles Healthcare India Pvt. Ltd.) - (Earlier Certificate issued in the Name of Aware Global Hospitals), Hyderabad, Telangana, India",H-2013-0171,01 Feb 2022,31 Jan 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.675129
H-2010-0433,"Hiranandani Hospital (A fortis associate hospital), Mumbai, Maharashtra, India",H-2013-0172,05 Apr 2022,04 Apr 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.675129
H-2012-0587,"Fortis Hospitals Limited, Kolkata, West Bengal, India",H-2013-0173,05 Apr 2022,04 Apr 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.675129
H-2008-0075,"EMS Memorial Co-Operative Hospital & Research Centre, Perintalmanna, Kerala, India",H-2013-0174,11 Apr 2023,10 Apr 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.675129
H-2009-0278,"Saroj Super Speciality Hospital , New Delhi, Delhi, India",H-2013-0175,05 Apr 2022,04 Apr 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.675129
H-2011-0499,"Noble Hospital, Pune, Maharashtra, India",H-2013-0176,06 May 2022,05 May 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.675129
H-2012-0635,"Max Super Specialty Hospital (A Unit of Max Healthcare Institute Limited) Shalimar Bagh, New Delhi, Delhi, India",H-2013-0177,08 May 2022,07 May 2026,,NABH,India,Active,2025-09-22T12:39:43.675129
H-2011-0521,"NU Hospitals Private Limited., Bangalore, Karnataka, India",H-2013-0179,10 May 2022,09 May 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.675129
H-2009-0299,"Basavatarakam Indo-American Cancer Institute & Research Centre, Hyderabad, Telangana, India",H-2013-0180,23 May 2022,22 May 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.676128
H-2012-0618,"Max Superspecility Hospital, Mohali, Punjab, India",H-2013-0181,28 May 2022,27 May 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.676128
H-2010-0434,"Johal Multispeciality Hospital, Jalandhar, Punjab, India",H-2013-0182,15 Nov 2024,14 Nov 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.676128
H-2009-0221,"Heart & General Hospital, Jaipur, Rajasthan, India",H-2013-0183,23 Jun 2022,22 Jun 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.676128
H-2007-0045,"Jaslok Hospital & Research Center, Mumbai, Maharashtra, India",H-2013-0184,23 Jun 2022,22 Jun 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.676128
H-2010-0438,"HCG Hospitals ( A Unit of Healthcare Global Enterprises Ltd.), Ahmedabad, Gujarat, India",H-2013-0185,23 Jun 2022,22 Jun 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.676128
H-2010-0427,"Sathya Kidney Centre & Super Speciality Hospitals, Hyderabad, Telangana, India",H-2013-0186,23 Jun 2022,22 Jun 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.676128
H-2011-0565,"Nusi Wockhardt Hospital, Goa, Panaji (Panjim), Goa, India",H-2013-0187,23 Jun 2013,22 Jun 2016,Accreditation Withdrawal w.e.f 22nd June 2016,NABH,India,Expired,2025-09-22T12:39:43.676128
H-2010-0432,"IMS and SUM Hospital, Bhubneshwar, Orissa, India",H-2013-0188,23 Jun 2013,22 Jun 2016,Not Recommended for Renewal of accreditation,NABH,India,Expired,2025-09-22T12:39:43.676128
H-2011-0469,"The Mission Hospital, Durgapur, West Bengal, India",H-2013-0190,23 Jun 2022,22 Jun 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.676128
H-2009-0228,"Soni Hospital, Jaipur, Rajasthan, India",H-2013-0191,11 Apr 2023,10 Apr 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.676128
H-2010-0455,"Jehangir Hospital, Pune, Maharashtra, India",H-2013-0192,27 Jul 2022,26 Jul 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.676128
H-2012-0588,"Apollo Hospitals, Bilaspur, Chattisgarh, India",H-2013-0193,27 Jul 2022,26 Jul 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.676128
H-2012-0628,"Vadamalayan Hospitals, Madurai, Tamil Nadu, India",H-2013-0194,27 Jul 2022,26 Jul 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.676128
H-2010-0453,"Chord Road HospitalPvt Ltd., Bangalore, Karnataka, India",H-2013-0195,27 Jul 2013,26 Jul 2016,Voluntary Withdrawal w.e.f 21st January 2016,NABH,India,Expired,2025-09-22T12:39:43.676128
H-2009-0285,"Bhatia Global Hospital & Endosurgery Institute, New Delhi, Delhi, India",H-2013-0196,19 Sep 2022,18 Sep 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.676128
H-2013-0685,"Apollo BGS Hospitals, Mysore, Karnataka, India",H-2013-0197,19 Sep 2022,18 Sep 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.677127
H-2011-0542,"Shri B.D. Mehta Mahavir Heart Institute, Surat, Gujarat, India",H-2013-0200,28 Nov 2022,27 Nov 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.677127
H-2009-0270,"Bhagwati Hospital, New Delhi, Delhi, India",H-2013-0201,03 Dec 2022,02 Dec 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.677127
H-2009-0250,"Downtown Hospital Ltd., Guwahati, Assam, India",H-2013-0202,03 Dec 2022,02 Dec 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.677127
H-2010-0441,"Apollo Hospitals Enterprises Ltd., Bhubneshwar, Orissa, India",H-2013-0205,03 Dec 2022,02 Dec 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.677127
H-2011-0583,"Sacred Heart Hospital, Jalandhar, Punjab, India",H-2013-0206,22 Dec 2022,21 Dec 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.677127
H-2010-0394,"The Tertiary Teaching Hospitals of Christian Medical College, Vellore, Tamil Nadu, India",H-2013-0207,24 Aug 2023,23 Aug 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.677127
H-2011-0573,"Holy Family Hospital, New Delhi, New Delhi, Delhi, India",H-2014-0208,23 Jan 2023,22 Jan 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.677127
H-2012-0595,"Advanced Surat Trauma and Orthopaedic Surgery Hospital, Surat, Gujarat, India",H-2014-0209,29 Jan 2023,28 Jan 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.677127
H-2012-0652,"Bombay Hospital, Indore, Madhya Pradesh, India",H-2014-0210,29 Jan 2023,28 Jan 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.677127
H-2009-0303,"Gleneagles BGS Hospital (A Unit of Gleneagles Healthcare India Private Limited) - (Earlier Certificate issued in the name of BGS Gleneagles Global Hospital), Bangalore, Karnataka, India",H-2014-0211,07 Mar 2023,06 Mar 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.677127
H-2011-0554,"Medical Research Foundation, Chennai, Tamil Nadu, India",H-2014-0212,18 Feb 2018,17 Feb 2021,Accredition expired Not undergone renewal Asessment,NABH,India,Expired,2025-09-22T12:39:43.677127
H-2010-0461,"Kumaran Hospitals (P) Ltd., Kilpauk, Tamil Nadu, India",H-2014-0213,07 Mar 2017,06 Mar 2020,Application Closed,NABH,India,Expired,2025-09-22T12:39:43.677127
H-2013-0694,"Zydus Hospital, Anand, Gujarat, India",H-2014-0215,07 Mar 2023,06 Mar 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.677127
H-2009-0208,"Care Hospitals, Hyderabad, Telangana, India",H-2014-0216,07 Mar 2023,06 Mar 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.677127
H-2009-0113,"Dhanalakshmi Hospital Pvt. Ltd, Kannur, Kerala, Kannur, Kerala, India",H-2014-0217,12 Mar 2023,11 Mar 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.677127
H-2011-0580,"Indus Hospitals (A Unit of Vasugan Medical Specialities Pvt. Ltd.), Visakhapatnam, Andhra Pradesh, India",H-2014-0218,19 May 2024,18 May 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.678127
H-2010-0466,"Medanta  Abdur Razzaque Ansari Memorial Weavers Hospital , Ranchi, Jharkhand, India",H-2014-0219,16 Sep 2021,15 Sep 2025,Renewed on 5th Edition,NABH,India,Expired,2025-09-22T12:39:43.678127
H-2012-0644,"Manipal Hospitals Private Limited, Patiala, Punjab, India",H-2014-0221,19 May 2023,18 May 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.678127
H-2010-0463,"MIOT Hospitals, Manapakkam, Tamil Nadu, India",H-2014-0222,18 Feb 2025,17 Feb 2029,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.678127
H-2011-0555,"Criticare Asia Multispecialty Hospital and Research Center , Mumbai, Maharashtra, India",H-2014-0223,19 May 2024,18 May 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.678127
H-2012-0672,"Sterling Hospitals, Rajkot, Gujarat, India",H-2014-0224,19 May 2023,18 May 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.678127
H-2013-0689,"Max Super Specialty Hospital, Dehradun, Uttarakhand, India",H-2014-0225,19 May 2023,18 May 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.678127
H-2011-0579,"PRS Hospital  , Thiruvananthapuram, Kerala, India",H-2014-0226,19 May 2023,18 May 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.678127
H-2011-0476,"Omni Hospital, Hyderabad, Telangana, India",H-2014-0227,29 May 2024,28 May 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.678127
H-2009-0225,"Goyal Hospital & Urology Centre, Krishna Nagar, New Delhi, Delhi, India",H-2014-0228,12 Jun 2023,11 Jun 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.678127
H-2009-0138,"Chandni Hospital Pvt. Ltd., Kanpur, Uttar Pradesh, India",H-2014-0229,12 Jun 2024,11 Jun 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.678127
H-2013-0708,"Max Super Speciality Hospital (A Unit of Hometrail Buildtech Private Limited) - (Earlier Certificate issued in the Name of Max Super Specialty Hospital), Bathinda, Punjab, India",H-2014-0230,12 Jun 2023,11 Jun 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.678127
H-2009-0231,"Tirath Ram Shah Charitable Hospital, New Delhi, Delhi, India",H-2014-0231,07 Jul 2023,06 Jul 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.678127
H-2011-0575,"Regional Cancer Centre, Thiruvananthapuram, Kerala, India",H-2014-0232,07 Jul 2017,06 Jul 2020,Application Closed,NABH,India,Expired,2025-09-22T12:39:43.678127
H-2012-0633,"RG Stone Urology and Laproscopy Hospital, Faridabad, Haryana, India",H-2014-0233,07 Jul 2014,06 Jul 2017,Transfer to SHCO,NABH,India,Expired,2025-09-22T12:39:43.678127
H-2012-0653,"St. Isabel’s Hospital, Chennai, Tamil Nadu, India",H-2014-0234,07 Jul 2024,06 Jul 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.678127
H-2013-0739,"Apex Heart Institute, Ahmedabad, Gujarat, India",H-2014-0235,07 Jul 2024,06 Jul 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.679127
H-2013-0692,"Fortis Healthcare Limited, Mulund - (Earlier Certificate issued in the name of Fortis Hospitals Ltd.), Mumbai, Maharashtra, India",H-2014-0236,07 Jul 2024,06 Jul 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.679127
H-2012-0605,"Smt. RB Shah Mahavir Super Specialty Hospital, Surat, Gujarat, India",H-2014-0237,14 Aug 2024,13 Aug 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.679127
H-2012-0598,"Shree Krishna Hospital & Pramukhswami Medical College, Karamsad, Gujarat, India",H-2014-0238,14 Aug 2023,13 Aug 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.679127
H-2014-0811,"Silver Line Hospital, Kochi, Kerala, India",H-2014-0239,06 Sep 2014,05 Sep 2017,Transfer to SHCO,NABH,India,Expired,2025-09-22T12:39:43.679127
H-2012-0596,"Meerut Kidney Hospital, Meerut, Uttar Pradesh, India",H-2014-0240,06 Sep 2014,05 Sep 2017,Application Closed,NABH,India,Expired,2025-09-22T12:39:43.679127
H-2010-0448,"Shanti Memorial Hospital Pvt Ltd, Cuttack, Orissa, India",H-2014-0241,06 Sep 2024,05 Sep 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.679127
H-2012-0601,"Sundaram Medical Foundation, Chennai, Tamil Nadu, India",H-2014-0242,09 Feb 2023,08 Feb 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.679127
H-2011-0576,"PVS Hospital, Calicut, Kerala, India",H-2014-0243,06 Sep 2014,05 Sep 2017,Accredition expired Not undergone renewal Asessment - Closed,NABH,India,Expired,2025-09-22T12:39:43.679127
H-2011-0561,"Jain Hospital, New Delhi, Delhi, India",H-2014-0244,06 Sep 2017,05 Sep 2020,Moved to SHCO,NABH,India,Expired,2025-09-22T12:39:43.679127
H-2010-0414,"Institute for Communicative and Cognitive Neurosciences, Shoranur, Palakkad, Kerala, India",H-2014-0245,06 Sep 2014,05 Sep 2017,Application Closed,NABH,India,Expired,2025-09-22T12:39:43.679127
H-2013-0691,"Peerless Hospitex Hospital & Research Centre Limited, Kolkata, West Bengal, India",H-2014-0246,06 Sep 2024,05 Sep 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.679127
H-2008-0089,"KIMS Al Shifa Healthcare Pvt. Ltd., Perintalmanna, Kerala, India",H-2014-0247,10 Oct 2024,09 Oct 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.679127
H-2012-0609,"Bhagat Chandra Hospital, New Delhi, Delhi, India",H-2014-0248,10 Oct 2020,09 Oct 2024,Renewed on 5th Edition,NABH,India,Expired,2025-09-22T12:39:43.679127
H-2013-0687,"Sentini Hospitals Pvt. Ltd., Vijayawada, Andhra Pradesh, India",H-2014-0249,08 Sep 2022,07 Sep 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.679127
H-2011-0513,"Alchemist Hospital Limited, Panchkula, Haryana, India",H-2014-0250,10 Nov 2024,09 Nov 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.679127
H-2009-0235,"Ganadhipati Purushottam Shekhawati Hospital & Research Centre, Jaipur, Rajasthan, India",H-2014-0251,14 Nov 2024,13 Nov 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.680127
H-2012-0637,"Seven Hills Healthcare Pvt. Ltd., Mumbai, Maharashtra, India",H-2014-0252,10 Nov 2014,09 Nov 2017,Application Closed,NABH,India,Expired,2025-09-22T12:39:43.680127
H-2011-0545,"Dr. Ramesh Cardiac and Multispecialty Hospital Private Limited - Main Branch, Vijayawada, Andhra Pradesh, India",H-2014-0253,10 Nov 2024,09 Nov 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.680127
H-2011-0485,"Medicover Hospital, Hyderabad, Telangana, India",H-2014-0254,10 Dec 2017,09 Dec 2020,Moved to SHCO,NABH,India,Expired,2025-09-22T12:39:43.680127
H-2013-0758,"Continental Hospitals Limited, Hyderabad, Telangana, India",H-2014-0255,10 Dec 2024,09 Dec 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.680127
H-2013-0698,"Rao Nursing Home, Pune, Maharashtra, India",H-2014-0256,10 Dec 2023,09 Dec 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.680127
H-2011-0494,"Apollo Hospitals, Hyderguda, Hyderabad, Telangana, India",H-2014-0257,10 Dec 2024,09 Dec 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.680127
H-2012-0620,"Raja Diagnostic Centre and Hospital, Nawanshahr, Punjab, India",H-2014-0258,11 Dec 2024,09 Dec 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.680127
H-2009-0309,"Aditya Hospital, Boggulakunta, Hyderabad, Telangana, India",H-2014-0259,10 Dec 2017,09 Dec 2020,Application closed,NABH,India,Expired,2025-09-22T12:39:43.680127
H-2013-0721,"Kokilaben Dhirubhai Ambani Hospital & Medical Research Institute, Mumbai, Maharashtra, India",H-2014-0260,10 Dec 2024,09 Dec 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.680127
H-2013-0760,"Fernandez Hospital, Bogulkunta, Hyderabad, Telangana, India",H-2014-0261,10 Dec 2024,09 Dec 2028,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.680127
