serial_number,reference_number,name,accreditation_number,valid_from,valid_upto,remarks,additional_info,accreditation_level,accreditation_category,country,source,scraped_date,portal_url,row_number,data_version,city,state,address,valid_from_parsed,valid_upto_parsed,certification_status
71,PEH-2016-0262,"Mathi Integrated Health Centre Private Limited, Virudhunagar, Tamil Nadu, India",25 Mar 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.075083,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,71,2.0,Virudhunagar,Tamil Nadu,"Virudhunagar, Tamil Nadu, India",,,Unknown
72,PEH-2016-0265,"Audhithya Ortho Hospital, Dindigul, Tamil Nadu, India",29 Mar 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.075083,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,72,2.0,Dindigul,Tamil Nadu,"Dindigul, Tamil Nadu, India",,,Unknown
73,PEH-2016-0266,"Dr N B Patil Hospital, Gadag, Karnataka, India",30 Mar 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.075083,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,73,2.0,Gadag,Karnataka,"Gadag, Karnataka, India",,,Unknown
74,PEH-2016-0271,"Shree Meenakshi Multi Speciality Hospital, Pudukkottai, Tamil Nadu, India",31 Mar 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.075083,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,74,2.0,Pudukkottai,Tamil Nadu,"Pudukkottai, Tamil Nadu, India",,,Unknown
75,PEH-2016-0272,"Puducherry Cancer Trust Hospital and Research Centre, Pondicherry, Pondicherry, India",31 Mar 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.075083,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,75,2.0,Pondicherry,Pondicherry,"Pondicherry, Pondicherry, India",,,Unknown
76,PEH-2016-0273,"KR Hospital, Dindigul, Tamil Nadu, India",31 Mar 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.075083,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,76,2.0,Dindigul,Tamil Nadu,"Dindigul, Tamil Nadu, India",,,Unknown
77,PEH-2016-0274,"Shri J.G Co - Operative Hospital Society Ltd., Gadag, Karnataka, India",31 Mar 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.075083,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,77,2.0,Gadag,Karnataka,"Gadag, Karnataka, India",,,Unknown
78,PEH-2016-0275,"Holy Cross Hospital, Ambikapur, Chattisgarh, India",31 Mar 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.075083,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,78,2.0,Ambikapur,Chattisgarh,"Ambikapur, Chattisgarh, India",,,Unknown
79,PEH-2016-0285,"Venkatesh Hospital, Bagalkot, Karnataka, India",01 Apr 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.075083,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,79,2.0,Bagalkot,Karnataka,"Bagalkot, Karnataka, India",,,Unknown
80,PEH-2016-0286,"Abinand Hospital, Coimbatore, Tamil Nadu, India",02 Apr 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.075083,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,80,2.0,Coimbatore,Tamil Nadu,"Coimbatore, Tamil Nadu, India",,,Unknown
81,PEH-2016-0293,"Vagus Super Specialty Hospital, Bangalore, Karnataka, India",06 Apr 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.075083,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,81,2.0,Bangalore,Karnataka,"Bangalore, Karnataka, India",,,Unknown
82,PEH-2016-0297,"Government Hospital Bhoothapandi, Kanyakumari, Tamil Nadu, India",09 Apr 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.075083,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,82,2.0,Kanyakumari,Tamil Nadu,"Kanyakumari, Tamil Nadu, India",,,Unknown
83,PEH-2016-0298,"K V Hospital, Dharmapuri, Tamil Nadu, India",09 Apr 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.075083,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,83,2.0,Dharmapuri,Tamil Nadu,"Dharmapuri, Tamil Nadu, India",,,Unknown
84,PEH-2016-0309,"Kamalam Nursing Home, Dharmapuri, Tamil Nadu, India",19 Apr 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.075083,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,84,2.0,Dharmapuri,Tamil Nadu,"Dharmapuri, Tamil Nadu, India",,,Unknown
85,PEH-2016-0318,"Aroma Hospital, Madurai, Tamil Nadu, India",22 Apr 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.081240,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,85,2.0,Madurai,Tamil Nadu,"Madurai, Tamil Nadu, India",,,Unknown
86,PEH-2016-0325,"Patil Institute Orthopaedic Sciences, Kolhapur, Maharashtra, India",29 Apr 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.082750,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,86,2.0,Kolhapur,Maharashtra,"Kolhapur, Maharashtra, India",,,Unknown
87,PEH-2016-0334,"SDS Tuberculosis Research Centre & Rajiv Gandhi Institute of Chest Diseases, Bangalore, Karnataka, India",10 May 2016,Assessment in process,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.082750,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,87,2.0,Bangalore,Karnataka,"Bangalore, Karnataka, India",,,Unknown
88,PEH-2016-0336,"Belgaum Children's Hospital Pvt. Ltd., Belgaum, Karnataka, India",11 May 2016,Assessment in process,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.082750,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,88,2.0,Belgaum,Karnataka,"Belgaum, Karnataka, India",,,Unknown
89,PEH-2016-0348,"DNV Polyclinic, Dharmapuri, Tamil Nadu, India",30 May 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.082750,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,89,2.0,Dharmapuri,Tamil Nadu,"Dharmapuri, Tamil Nadu, India",,,Unknown
90,PEH-2016-0353,"Shakuntala Memorial Hospital & Research Center, Hubli, Karnataka, India",01 Jun 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.082750,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,90,2.0,Hubli,Karnataka,"Hubli, Karnataka, India",,,Unknown
91,PEH-2016-0363,"Woodlands Hospital, Hyderabad, Telangana, India",14 Jun 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.082750,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,91,2.0,Hyderabad,Telangana,"Hyderabad, Telangana, India",,,Unknown
92,PEH-2016-0382,"Yashfeen Cardiac Hospital, Navsari, Gujarat, India",27 Jul 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.082750,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,92,2.0,Navsari,Gujarat,"Navsari, Gujarat, India",,,Unknown
93,PEH-2016-0391,"Jawaharlal Institute of Postgraduate Medical Education & Research, Pondicherry, Pondicherry, India",11 Aug 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.082750,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,93,2.0,Pondicherry,Pondicherry,"Pondicherry, Pondicherry, India",,,Unknown
94,PEH-2016-0393,"Bhanavi Hospital, Mysore, Karnataka, India",19 Aug 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.084760,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,94,2.0,Mysore,Karnataka,"Mysore, Karnataka, India",,,Unknown
95,PEH-2016-0397,"East Point Hospital, Bangalore, Karnataka, India",27 Aug 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.084760,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,95,2.0,Bangalore,Karnataka,"Bangalore, Karnataka, India",,,Unknown
96,PEH-2016-0398,"CSI Bell Pins Indirani Chelladurai Mission Hospital, Tirunelveli, Tamil Nadu, India",01 Sep 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.084760,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,96,2.0,Tirunelveli,Tamil Nadu,"Tirunelveli, Tamil Nadu, India",,,Unknown
97,PEH-2016-0407,"Kalyani Hospital, Karnal, Haryana, India",14 Sep 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.084760,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,97,2.0,Karnal,Haryana,"Karnal, Haryana, India",,,Unknown
98,PEH-2016-0416,"Gulbarga Heart Foundation and Research Centre, Kalaburgi, Karnataka, India",06 Oct 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.084760,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,98,2.0,Kalaburgi,Karnataka,"Kalaburgi, Karnataka, India",,,Unknown
99,PEH-2016-0424,"Lal Bahadur Shashtri Hospital, Delhi, Delhi, India",17 Oct 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.084760,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,99,2.0,Delhi,Delhi,"Delhi, Delhi, India",,,Unknown
100,PEH-2016-0442,"Grover Eye Laser & ENT Hospital, Chandigarh, Punjab, India",07 Nov 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.084760,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,100,2.0,Chandigarh,Punjab,"Chandigarh, Punjab, India",,,Unknown
101,PEH-2016-0447,"SMS Energy Hospital, Indore, Madhya Pradesh, India",17 Nov 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.084760,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,101,2.0,Indore,Madhya Pradesh,"Indore, Madhya Pradesh, India",,,Unknown
102,PEH-2016-0456,"VMC Speciality Hospital, Madurai, Tamil Nadu, India",25 Nov 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.084760,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,102,2.0,Madurai,Tamil Nadu,"Madurai, Tamil Nadu, India",,,Unknown
103,PEH-2016-0457,"Mewara Medicare, Indore, Madhya Pradesh, India",26 Nov 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.086768,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,103,2.0,Indore,Madhya Pradesh,"Indore, Madhya Pradesh, India",,,Unknown
104,PEH-2016-0458,"Gitanjali Medical Center, Trichy, Tamil Nadu, India",26 Nov 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.086768,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,104,2.0,Trichy,Tamil Nadu,"Trichy, Tamil Nadu, India",,,Unknown
105,PEH-2016-0461,"Ashraya Hospital, Chikkamagalur, Karnataka, India",30 Nov 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.086768,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,105,2.0,Chikkamagalur,Karnataka,"Chikkamagalur, Karnataka, India",,,Unknown
106,PEH-2016-0462,"Manohar General Hospital, Chengalpet, Tamil Nadu, India",05 Dec 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.086768,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,106,2.0,Chengalpet,Tamil Nadu,"Chengalpet, Tamil Nadu, India",,,Unknown
107,PEH-2016-0467,"International Hospital Ltd (Fortis), Bangalore, Karnataka, India",09 Dec 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.086768,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,107,2.0,Bangalore,Karnataka,"Bangalore, Karnataka, India",,,Unknown
108,PEH-2016-0473,"Pandey Hospital Pvt. Ltd., Jabalpur, Madhya Pradesh, India",20 Dec 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.086768,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,108,2.0,Jabalpur,Madhya Pradesh,"Jabalpur, Madhya Pradesh, India",,,Unknown
109,PEH-2016-0476,"Rajiv Gandhi Super Speciality Hospital, Raichur, Karnataka, India",23 Dec 2016,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.086768,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,109,2.0,Raichur,Karnataka,"Raichur, Karnataka, India",,,Unknown
110,PEH-2017-0488,"Nanjappa Hospital, Shimoga, Karnataka, India",11 Jan 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.086768,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,110,2.0,Shimoga,Karnataka,"Shimoga, Karnataka, India",,,Unknown
111,PEH-2017-0506,"Erode Medical Centre, Erode, Tamil Nadu, India",20 Jan 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.086768,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,111,2.0,Erode,Tamil Nadu,"Erode, Tamil Nadu, India",,,Unknown
112,PEH-2017-0508,"Brij Medical Centre Pvt. Ltd., Kanpur, Uttar Pradesh, India",24 Jan 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.088776,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,112,2.0,Kanpur,Uttar Pradesh,"Kanpur, Uttar Pradesh, India",,,Unknown
113,PEH-2017-0511,"PRG Hospital, Gingee, , ,",26 Jan 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.088776,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,113,2.0,Unknown,Unknown,"Gingee, , , ",,,Unknown
114,PEH-2017-0512,"Cortex Multispeciality Hospital, Ramanathapuram, Tamil Nadu, India",26 Jan 2017,Assessment in process,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.088776,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,114,2.0,Ramanathapuram,Tamil Nadu,"Ramanathapuram, Tamil Nadu, India",,,Unknown
115,PEH-2017-0519,"P.S.Mission Hospital, Kochi, Kerala, India",03 Feb 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.088776,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,115,2.0,Kochi,Kerala,"Kochi, Kerala, India",,,Unknown
116,PEH-2017-0529,"A.J. Hospital and Research Centre, Mangalore, Karnataka, India",10 Feb 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.088776,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,116,2.0,Mangalore,Karnataka,"Mangalore, Karnataka, India",,,Unknown
117,PEH-2017-0533,"Saraswati Mission Hospital, Pehowa, Kurukshetra, Haryana, India",16 Feb 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.088776,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,117,2.0,Kurukshetra,Haryana,"Pehowa, Kurukshetra, Haryana, India",,,Unknown
118,PEH-2017-0547,"Priyam Speciality Hospitals, Salem, Tamil Nadu, India",03 Mar 2017,Assessment in process,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.088776,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,118,2.0,Salem,Tamil Nadu,"Salem, Tamil Nadu, India",,,Unknown
119,PEH-2017-0559,"PPK Hospital, Kanyakumari, Tamil Nadu, India",20 Mar 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.088776,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,119,2.0,Kanyakumari,Tamil Nadu,"Kanyakumari, Tamil Nadu, India",,,Unknown
120,PEH-2017-0570,"Mariampur Hospital Society, Kanpur, Uttar Pradesh, India",03 Apr 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.088776,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,120,2.0,Kanpur,Uttar Pradesh,"Kanpur, Uttar Pradesh, India",,,Unknown
121,PEH-2017-0594,"St. Joseph's General Hospital, Nellore, Andhra Pradesh, India",11 May 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.088776,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,121,2.0,Nellore,Andhra Pradesh,"Nellore, Andhra Pradesh, India",,,Unknown
122,PEH-2017-0596,"DRM Hospital, Nagpur, Maharashtra, India",15 May 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.090783,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,122,2.0,Nagpur,Maharashtra,"Nagpur, Maharashtra, India",,,Unknown
123,PEH-2017-0602,"Kapale Hospital, Kolhapur, Maharashtra, India",18 May 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.090783,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,123,2.0,Kolhapur,Maharashtra,"Kolhapur, Maharashtra, India",,,Unknown
124,PEH-2017-0607,"Prasad Multispeciality Hospital, Prakasam, Andhra Pradesh, India",24 May 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.090783,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,124,2.0,Prakasam,Andhra Pradesh,"Prakasam, Andhra Pradesh, India",,,Unknown
125,PEH-2017-0609,"Dr. Punj Artemis Hospital, Amritsar, Punjab, India",25 May 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.090783,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,125,2.0,Amritsar,Punjab,"Amritsar, Punjab, India",,,Unknown
126,PEH-2017-0611,"Chandamama Children Hospital, Prakasam, Andhra Pradesh, India",27 May 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.090783,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,126,2.0,Prakasam,Andhra Pradesh,"Prakasam, Andhra Pradesh, India",,,Unknown
127,PEH-2017-0615,"Dr. Arvind Vision Care Eye Hospital, Thanjavur, Tamil Nadu, India",31 May 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.090783,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,127,2.0,Thanjavur,Tamil Nadu,"Thanjavur, Tamil Nadu, India",,,Unknown
128,PEH-2017-0624,"Badyal Multispeciality Hospital And Trauma Centre, Bathinda, Punjab, India",03 Jun 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.090783,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,128,2.0,Bathinda,Punjab,"Bathinda, Punjab, India",,,Unknown
129,PEH-2017-0632,"Vagus Super Speciality Hospital Pvt. Ltd., Bangalore, Karnataka, India",08 Jun 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.090783,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,129,2.0,Bangalore,Karnataka,"Bangalore, Karnataka, India",,,Unknown
130,PEH-2017-0636,"Bala Hospital, Madurai, Tamil Nadu, India",12 Jun 2017,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.092791,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,130,2.0,Madurai,Tamil Nadu,"Madurai, Tamil Nadu, India",,,Unknown
